edad,ingreso_mensual,antiguedad_laboral_anios,score_crediticio,deuda_total,ratio_endeudamiento,numero_creditos_activos,retrasos_12m,limite_credito_solicitado,ahorros,aprobado
38,4496.49,30.9,685,9142.75,0.45,2,3,11340.05,7893.41,1
29,1920.83,7.38,349,2929.21,0.74,7,3,6207.79,13092.74,0
66,5063.34,20.28,700,4712.46,0.35,6,2,9693.94,6602.29,1
44,4177.51,0.86,722,10052.55,0.07,3,4,11391.46,12156.56,1
28,4457.07,23.98,455,5413.78,0.61,1,4,8622.37,3289.92,0
53,5264.72,5.07,767,9429.38,0.36,5,1,6931.59,11225.74,1
34,3832.6,10.94,389,4911.36,0.71,2,3,10371.82,7275.64,0
54,5080.12,19.35,341,7962.33,0.48,5,1,4700.11,7556.89,0
66,3817.78,16.13,540,12257.73,0.41,0,1,6192.79,5874.83,1
38,4707.03,27.1,396,2653.06,0.36,6,1,8947.68,11228.69,1
38,3848.36,1.17,398,7148.79,0.88,1,0,7472.44,8796.34,0
30,4491.14,7.37,644,2093.26,0.86,4,0,11686.65,2228.78,0
62,5527.57,6.96,306,5395.65,0.21,3,3,10625.34,12074.53,0
38,3630.23,13.57,604,3421.22,0.65,5,4,9073.97,1923.83,0
23,3667.04,29.74,754,5886.86,0.43,3,0,11573.08,3052.11,1
41,3923.76,33.74,386,1780.41,0.87,4,4,6102.91,14739.91,0
64,4491.35,33.7,589,0.0,0.3,2,2,10763.7,9617.21,1
26,6702.53,6.51,471,7298.64,0.47,0,2,7493.53,10693.69,1
32,3698.91,7.17,400,5824.07,0.48,3,1,11038.71,18638.46,0
67,2378.92,10.05,723,9531.72,0.57,3,1,7634.66,9463.79,0
29,3632.21,20.65,462,6119.82,0.69,3,0,9214.16,7241.36,0
26,2793.56,29.22,520,5810.31,0.16,7,2,10863.22,1792.51,1
57,3718.55,17.8,475,2810.35,0.38,3,3,7063.24,10579.31,0
24,4239.71,1.31,828,1197.32,0.31,4,3,10148.93,11571.22,1
69,3359.18,23.86,538,5922.52,0.47,3,4,12230.84,11215.3,0
62,3610.12,21.68,794,1843.88,0.52,6,2,7269.99,8407.43,1
68,2538.89,13.22,812,9819.3,0.76,6,2,9036.82,1229.92,0
55,4389.1,18.76,550,9949.64,0.46,3,4,13176.07,9376.03,0
57,3550.46,8.4,743,7174.96,0.15,2,2,9464.52,3587.12,1
27,5206.85,10.5,462,9314.4,0.18,4,4,7222.26,14645.78,0
65,5175.43,20.54,360,5239.1,0.47,4,2,10919.81,7804.82,0
66,3442.97,12.98,342,3822.43,0.35,7,2,10137.53,10394.79,0
69,3893.94,11.98,689,13054.0,0.25,0,4,9787.25,10540.73,1
51,4277.28,5.03,661,4739.37,0.63,7,1,9296.67,3322.45,0
48,4913.03,30.69,549,9498.12,0.5,3,3,9579.26,6662.5,1
29,2720.16,18.1,419,2980.15,0.18,3,0,5588.83,5370.29,1
28,4165.36,30.26,439,6761.69,0.28,7,4,8778.87,9214.91,0
51,5912.19,20.74,709,8181.16,0.56,6,2,9966.86,15297.51,1
62,4151.14,2.58,336,251.37,0.32,6,0,9214.95,4960.4,0
55,4431.95,1.26,663,762.34,0.34,7,3,7928.6,6440.56,1
40,4233.64,6.15,643,3273.35,0.25,7,0,10523.11,0.0,1
52,3157.53,12.93,765,4368.19,0.24,7,3,9931.54,5889.22,1
36,5091.54,6.0,832,5662.15,0.75,6,1,8298.71,7006.37,1
22,4477.07,12.25,313,3111.6,0.27,0,0,12780.92,14150.53,1
45,4382.59,32.08,317,3154.57,0.39,5,2,9971.82,7659.41,0
67,4891.4,0.59,746,2222.04,0.55,1,2,7715.28,9162.25,1
22,4946.55,2.63,801,2235.07,0.27,4,3,10953.74,12473.64,1
33,2526.84,24.93,692,6626.9,0.34,4,1,11431.73,10330.61,1
21,4672.13,25.62,769,3841.58,0.34,5,0,11089.14,8371.29,1
40,3711.52,9.0,348,2051.65,0.17,0,4,9187.18,7501.55,0
33,4382.41,2.63,480,1775.99,0.27,6,0,2915.92,6937.45,1
29,3594.49,11.84,706,2954.88,0.7,1,0,10979.43,12912.3,1
50,3457.91,24.32,694,401.97,0.71,0,2,9906.97,6231.47,1
62,5099.4,9.67,409,6087.68,0.77,2,2,10234.09,7046.34,0
57,4233.67,17.75,688,6723.37,0.7,6,4,7744.18,11841.58,0
64,3986.92,15.27,305,1268.71,0.49,1,1,6978.16,12596.91,0
67,3982.87,31.27,682,3751.82,0.71,6,3,11089.04,8239.68,0
61,4316.44,21.57,823,4300.17,0.67,6,3,9559.51,2106.65,1
61,4229.72,12.1,643,7968.81,0.63,3,1,13432.75,2364.99,0
24,2110.44,13.79,735,3115.48,0.78,4,1,6339.46,10663.11,0
67,3459.98,4.38,745,4383.08,0.43,5,1,9211.2,2728.53,1
24,4034.48,27.85,482,2212.77,0.73,5,3,9385.85,18004.73,1
52,4921.82,6.67,775,2402.15,0.38,7,3,6768.88,6648.62,1
69,5478.49,3.97,652,3358.43,0.89,7,3,11651.7,6889.79,0
56,3408.73,11.39,432,15791.69,0.08,6,4,9772.5,1483.19,0
56,6000.35,23.22,545,9002.47,0.75,7,2,9012.76,10729.56,0
49,4340.01,18.45,580,6577.82,0.76,2,3,11287.13,8190.37,0
34,4697.7,0.33,394,6328.69,0.55,1,4,10869.82,8976.37,0
24,3776.55,20.36,800,644.1,0.32,6,4,7017.79,6297.61,1
52,3713.77,25.92,491,2382.96,0.68,5,1,8266.7,11646.12,0
24,5556.76,25.63,354,7846.25,0.56,7,0,12731.95,9100.88,1
46,4065.38,7.18,634,5540.88,0.41,5,4,11072.32,6985.78,0
58,4171.58,2.64,603,8947.45,0.66,4,0,5692.8,12763.02,1
29,5310.34,13.06,500,5515.83,0.3,2,1,1500.0,4576.43,1
30,5820.88,7.4,738,7218.24,0.19,2,0,12354.78,6132.48,1
65,2915.93,33.48,658,5856.88,0.84,4,2,13325.19,9435.69,0
59,4099.43,23.87,794,7174.03,0.34,5,3,8251.17,2210.39,1
56,4260.8,10.73,537,6670.19,0.24,7,3,9119.08,9501.87,0
43,5908.11,28.83,662,8945.87,0.62,7,2,4889.55,5926.88,1
67,6497.32,21.01,308,3852.27,0.39,7,2,11109.5,3565.93,0
21,4229.14,1.44,587,4789.08,0.4,6,4,3843.62,9582.28,0
33,4612.73,7.6,310,3333.34,0.75,5,2,6458.93,7153.46,0
48,5058.35,9.02,572,5464.19,0.59,4,2,9030.33,10034.86,0
23,5317.47,32.06,679,6944.67,0.88,7,1,7588.42,6756.77,1
42,3992.61,22.39,445,5736.36,0.31,6,2,8924.71,7187.26,0
46,5054.97,6.6,596,0.0,0.72,1,4,14870.82,7675.22,0
24,3652.39,29.65,487,3294.96,0.48,3,3,8499.34,12750.71,0
29,1870.9,13.59,390,3792.72,0.6,5,4,9369.4,12376.33,0
33,3040.58,34.7,679,4459.95,0.19,6,0,10412.07,11606.52,1
67,4480.68,19.37,796,3476.39,0.76,4,4,8669.02,7173.06,0
36,4994.61,0.43,786,4329.14,0.52,2,1,4908.31,7305.8,1
52,2251.77,14.12,748,8374.21,0.25,6,1,9482.03,1167.54,1
37,2661.8,23.48,822,7370.37,0.96,0,3,9714.04,10627.72,0
35,4264.64,15.19,460,9982.03,0.17,2,1,6012.94,8196.13,1
55,1246.58,23.1,809,358.12,0.92,0,3,6362.27,3036.93,0
61,4799.85,3.28,838,2184.77,0.77,6,3,9208.01,9660.43,1
29,5230.43,0.53,447,1506.78,0.11,2,4,8901.13,5971.94,0
29,1610.53,3.27,409,8667.08,0.53,5,1,10837.19,8534.05,0
42,4994.14,22.33,435,7723.21,0.58,5,1,12993.23,6615.77,0
44,4130.03,7.77,414,3663.45,0.59,2,3,10997.02,10545.31,0
50,5584.82,28.6,345,3790.13,0.13,1,1,5187.58,7022.2,1
54,4561.36,27.68,802,6355.39,0.11,4,2,12326.31,7176.0,1
67,4093.56,4.51,793,9648.49,0.17,6,2,9099.85,986.42,1
65,4419.19,2.03,462,10387.14,0.52,0,2,9525.83,6436.98,0
26,5159.93,23.38,607,3469.93,0.71,3,2,13963.73,8157.26,1
31,4485.74,24.48,764,8333.17,0.43,3,3,6288.65,13254.3,1
24,4352.14,31.05,482,4902.74,0.1,2,3,10468.15,1180.66,1
67,3015.03,12.24,515,10555.45,0.32,4,2,11126.31,8680.01,0
30,4754.11,0.93,657,13736.94,0.39,3,2,6569.79,15.15,0
52,4347.39,26.44,451,7253.19,0.43,6,0,7635.06,14161.65,1
31,5980.58,20.92,754,7450.08,0.57,6,2,7899.21,10948.83,1
30,4310.52,33.39,722,0.0,0.49,3,3,8385.91,2840.83,1
28,4244.95,10.63,699,7309.1,0.3,6,1,8696.0,13789.24,1
67,3759.14,0.34,550,96.31,0.13,2,3,13015.04,12119.42,1
24,4977.84,1.97,404,3624.8,0.78,6,2,8252.13,1879.2,0
63,4141.85,30.96,334,8262.76,0.74,6,0,6910.54,12723.91,0
31,3690.86,12.38,608,474.57,0.16,1,4,8961.39,5522.16,1
22,5773.17,2.6,501,12981.76,0.1,7,2,10972.62,11774.57,1
31,5935.22,1.01,310,3787.47,0.71,1,2,6631.96,10169.33,0
38,3919.86,22.36,330,7992.14,0.63,2,1,9775.97,2356.85,0
44,3405.02,12.61,453,3788.4,0.78,3,0,8877.44,7194.94,0
49,5348.18,25.97,667,7708.34,0.39,7,3,13825.07,9654.55,1
52,3576.81,21.27,612,3659.83,0.17,1,1,9292.46,2222.73,1
48,6880.21,8.09,814,5329.89,0.27,7,3,10762.29,12915.6,1
38,4209.23,21.29,653,0.0,0.59,4,3,11983.49,9775.51,1
36,5201.84,13.82,786,8558.17,0.23,2,2,5866.9,6362.06,1
29,3161.51,23.49,416,7688.37,0.72,4,4,5929.89,9700.0,0
40,4301.85,8.61,651,4397.22,0.58,3,2,6883.58,11100.82,1
25,5321.45,10.6,674,4517.97,0.87,6,3,11077.58,13336.75,0
43,4731.71,5.91,475,2031.18,0.28,5,2,8852.57,5557.9,0
33,3849.68,4.68,492,3153.99,0.49,7,1,11441.87,7879.55,0
51,6551.65,14.11,387,6253.34,0.61,5,0,9630.44,4323.54,1
29,5003.53,21.47,332,6456.65,0.45,4,4,9000.48,8318.31,0
49,4129.55,20.51,664,7832.67,0.32,1,1,11623.74,7084.11,1
44,3790.34,6.66,842,9177.64,0.73,0,1,11722.27,5389.11,1
43,4092.93,13.59,659,8662.94,0.34,5,2,7925.46,8355.85,1
63,5558.16,15.31,608,6796.29,0.38,5,1,8815.82,6280.42,1
41,3639.91,7.63,721,6597.2,0.84,1,0,9300.23,10576.99,1
56,4367.03,21.73,633,4867.24,0.65,2,0,10754.69,6316.18,1
26,3596.35,11.92,791,9437.48,0.61,2,1,6302.04,6383.82,1
30,5471.96,3.44,389,3184.69,0.57,5,4,9068.98,8228.52,0
50,4190.98,23.93,651,2991.12,0.65,5,1,9288.0,1641.61,1
22,5117.91,6.05,717,6593.5,0.37,1,0,5761.96,11671.06,1
68,4851.29,12.34,514,958.32,0.55,0,4,8714.39,12197.93,0
24,3813.68,27.01,338,4498.8,0.51,6,1,9310.1,11108.54,0
53,4972.09,4.46,610,689.49,0.76,7,0,14858.97,8937.97,1
42,5188.64,19.27,390,2780.73,0.68,5,1,8160.21,9703.65,0
59,3301.69,20.67,800,16628.05,0.56,2,1,10440.05,6159.57,0
38,4975.16,9.45,758,287.52,0.08,0,3,9453.49,4062.39,1
68,7558.41,3.97,553,8648.73,0.86,3,3,10108.91,6107.31,0
54,4070.76,14.16,721,3610.3,0.38,4,0,10500.35,4236.85,1
24,4917.97,8.14,797,1857.21,0.23,5,1,6010.98,5967.88,1
25,3131.67,13.44,544,763.24,0.18,7,4,7880.87,5204.69,0
35,4756.23,4.91,774,7430.23,0.62,1,1,7699.21,0.0,1
33,3807.17,14.0,387,4285.68,0.67,3,4,12123.01,4160.42,0
63,5034.73,32.22,443,5529.61,0.51,3,3,5334.8,12070.7,0
54,4293.88,0.31,566,10735.64,0.68,3,3,10306.21,11451.11,0
60,3273.96,20.04,707,1156.37,0.43,7,4,8301.18,9004.16,0
48,5336.72,14.6,449,0.0,0.58,6,0,8809.36,9055.96,1
27,4144.32,29.59,613,5908.43,0.52,2,1,9907.39,9407.83,1
46,3420.09,26.89,504,9847.4,0.11,5,4,9929.63,7338.83,0
54,4400.11,15.82,301,6011.14,0.13,1,3,5807.38,18712.61,0
65,3464.18,8.95,396,9959.67,0.68,6,1,11255.05,7216.36,0
39,4698.77,33.01,562,9114.15,0.89,5,3,8937.01,10365.73,0
26,4282.7,28.72,801,6618.77,0.38,7,1,8503.48,8465.13,1
34,4004.28,30.9,375,3117.8,0.56,2,2,5707.46,11577.82,0
30,4945.05,3.0,753,5996.86,0.23,2,1,7884.56,3125.64,1
36,3181.34,13.77,847,9179.67,0.4,3,0,11765.41,5051.63,1
48,5222.11,16.37,841,7143.45,0.69,6,0,9197.2,4098.69,1
52,2520.97,10.31,841,5514.85,0.48,1,1,8848.22,8743.91,1
48,5798.97,7.81,491,6780.39,0.41,5,2,7883.17,6649.8,1
21,4505.45,11.39,640,5530.55,0.5,3,1,9116.78,6576.41,1
69,4100.86,5.98,538,8184.91,0.27,3,1,6509.12,5966.79,1
34,3672.25,33.47,385,4843.09,0.44,7,3,9646.26,8052.99,0
68,4837.46,31.55,676,10778.86,0.54,2,3,11519.91,8870.09,1
22,4195.49,21.74,371,6852.68,0.92,4,4,5704.86,5209.61,0
49,4178.82,20.05,804,6187.24,0.44,0,4,12587.06,10908.42,1
55,5278.13,34.66,392,0.0,0.94,5,0,10246.01,7767.57,0
58,3946.09,17.46,369,0.0,0.29,3,3,8982.45,7823.31,0
61,4125.98,26.66,496,5024.17,0.25,4,3,5237.74,6780.83,1
55,4730.93,1.14,375,4167.78,0.93,0,2,8405.52,4396.23,0
31,5315.57,14.85,626,11719.94,0.47,3,3,9174.31,659.31,0
27,4204.17,6.71,336,3226.96,0.46,2,3,9020.6,9917.85,0
52,4485.7,2.96,595,2510.69,0.17,6,3,4564.36,8252.79,1
50,4382.56,29.49,326,8105.41,0.22,4,0,13120.21,14680.6,1
44,5016.08,25.6,732,0.0,0.48,6,2,12713.76,14989.65,1
35,5695.92,12.42,419,5814.25,0.07,2,0,10952.07,5267.17,1
26,3490.97,4.27,340,1416.13,0.32,1,1,11080.94,11172.14,0
38,4219.26,27.93,465,0.0,0.33,5,4,10481.63,686.1,0
37,4297.77,12.33,471,0.0,0.46,1,3,10636.0,3153.48,0
28,4877.3,27.36,545,5016.46,0.61,1,2,7381.46,3932.24,1
22,5705.67,21.2,629,5444.74,0.64,3,3,10865.15,9313.45,1
21,4325.12,25.23,677,4624.28,0.6,2,1,5492.71,6779.02,1
51,4534.12,20.92,603,2527.98,0.23,2,0,10956.01,3790.23,1
62,5370.29,33.63,712,5600.03,0.38,4,0,11066.75,6218.8,1
52,3207.92,8.42,789,6309.2,0.52,4,4,6160.46,19181.35,1
56,3639.49,30.52,794,5596.98,0.13,2,0,12045.84,14244.11,1
35,3929.75,21.86,765,10587.07,0.62,4,2,10628.89,8685.11,1
57,4333.06,24.35,737,8489.39,0.51,6,4,2864.79,6196.84,1
58,4548.83,34.44,768,2456.56,0.73,5,0,8521.02,4773.57,1
35,3866.76,1.19,470,3314.53,0.67,6,1,5700.48,6938.15,0
21,5935.08,9.38,718,2396.96,0.55,6,0,5566.77,8535.21,1
41,3695.09,25.37,844,5850.76,0.45,6,3,5275.44,11411.37,0
64,4153.8,27.61,810,8662.97,0.46,4,2,6988.42,15961.28,1
29,5327.62,8.73,489,10393.35,0.38,2,4,7668.32,7617.46,0
33,5041.56,16.5,495,5929.18,0.82,1,1,11525.36,4872.9,0
50,4324.32,30.07,376,3455.57,0.66,3,3,7409.97,11562.55,0
33,4679.48,34.09,833,2003.43,0.08,1,1,6008.89,8811.01,1
62,5082.28,34.01,790,185.67,0.59,5,3,4562.97,10601.1,1
42,4324.37,7.32,756,10887.09,0.05,0,1,6133.14,8723.89,1
59,4926.75,13.29,802,4306.17,0.67,7,2,10104.22,10756.81,1
30,3498.6,15.06,799,3793.83,0.15,1,4,9810.77,9457.39,1
66,4398.42,16.98,535,11238.83,0.77,4,1,10709.74,12653.77,0
37,2835.4,30.09,840,3393.73,0.38,2,1,12490.36,6500.36,1
33,3517.76,16.95,403,5129.83,0.23,5,2,8579.08,8705.48,0
41,3288.91,10.27,574,6794.26,0.11,4,3,8026.29,12758.47,1
55,5470.24,22.11,474,0.0,0.22,0,2,8104.8,5929.33,1
36,3906.02,27.6,796,1150.25,0.78,5,2,9366.63,10287.45,1
27,4599.86,21.22,816,15794.35,0.11,5,4,7397.85,9257.61,1
60,3483.05,32.47,361,6618.58,0.34,1,1,7241.15,7122.71,0
47,4140.77,34.33,354,0.0,0.33,4,4,9597.92,0.0,0
66,4069.9,26.15,381,3626.18,0.6,5,1,10392.59,7012.73,0
26,3542.51,31.08,697,5151.17,0.38,5,1,9561.0,6496.1,1
58,5106.07,3.05,647,7398.85,0.77,5,3,9857.21,14083.67,0
47,2803.53,20.34,319,5170.69,0.21,2,4,8786.68,3126.78,0
58,4892.53,0.83,382,1740.28,0.22,7,1,9765.04,10942.27,1
47,6747.88,9.46,656,5487.23,0.39,1,2,6937.43,8584.7,1
25,3568.13,22.49,673,9032.27,0.55,3,3,4319.85,10886.91,0
38,4344.24,24.04,745,3584.86,0.15,6,4,11191.6,8597.47,1
43,2890.13,29.01,841,1830.48,0.74,6,2,8988.27,6366.89,1
38,4287.37,29.35,630,2013.28,0.45,5,4,11266.31,5587.51,1
37,2722.86,9.5,830,0.0,0.8,2,2,13733.22,11532.35,0
55,4880.42,15.49,305,9443.25,0.69,1,1,9229.08,5225.1,0
26,3853.56,26.99,351,6545.6,0.21,1,3,9622.0,6923.92,0
44,2612.39,7.32,338,5210.13,0.27,1,1,5732.22,7776.69,0
68,3114.14,30.8,324,6042.01,0.59,2,1,7928.92,643.13,0
40,2843.28,1.1,569,9482.15,0.59,5,3,9686.96,12581.24,0
23,4031.39,13.21,385,4304.3,0.22,7,1,4748.23,8634.01,1
26,5070.35,1.47,718,1280.68,0.76,2,2,4758.12,8584.68,1
67,3922.66,9.86,641,8971.31,0.42,1,3,11826.61,7406.98,0
34,3205.51,29.47,369,0.0,0.58,0,2,8248.62,6083.88,0
34,3515.24,34.43,587,4363.68,0.32,5,3,9559.97,13063.32,1
62,4384.72,14.92,511,9225.87,0.27,7,2,4082.85,9474.55,1
33,2044.23,8.29,527,10390.89,0.84,5,2,8246.13,2022.61,0
68,4807.48,11.32,826,5273.26,0.25,5,2,10189.78,8267.68,1
27,4638.65,29.38,612,5239.09,0.56,4,2,7443.33,8133.65,1
39,2014.23,6.77,304,5105.98,0.91,1,3,8722.4,5692.18,0
44,5345.53,26.9,754,4657.37,0.54,0,4,6652.99,8220.94,1
63,2759.02,10.83,837,5143.82,0.29,5,0,8378.14,1540.71,1
49,4058.11,8.72,618,9934.32,0.73,1,4,12065.65,10611.06,0
63,5333.99,31.38,403,7070.31,0.75,0,4,3604.45,16553.14,0
67,2748.94,7.69,841,10967.12,0.46,6,4,3485.65,11146.66,0
31,2552.84,32.95,403,7319.21,0.7,4,4,9666.8,8156.78,0
57,3218.61,15.51,438,4352.57,0.39,6,3,12939.86,9209.79,0
34,3249.47,34.87,769,4661.04,0.76,5,3,10280.82,1094.05,0
67,4115.04,25.58,781,12470.03,0.66,4,3,9028.97,0.0,0
55,3758.18,29.23,833,3570.92,0.71,2,2,5490.53,16612.4,1
45,3782.99,19.04,374,8806.22,0.76,6,4,8537.01,12037.02,0
35,3795.18,33.96,706,2468.5,0.32,7,4,6951.0,11015.82,1
52,4069.5,25.02,442,7271.37,0.43,0,1,4317.21,14919.48,1
67,3450.87,15.31,304,4391.25,0.71,4,0,6662.49,4854.64,0
27,4536.77,1.99,500,4135.49,0.69,4,0,6211.7,7920.92,0
38,4232.93,6.66,392,2773.5,0.3,2,2,5606.37,11347.63,0
61,3300.65,30.31,807,3127.68,0.54,2,4,7964.47,17904.57,1
56,5910.95,32.98,832,6014.33,0.61,2,4,7758.65,6159.97,1
49,3067.62,1.09,674,9910.16,0.72,7,1,8092.28,8860.07,0
55,4912.03,14.37,606,6756.84,0.08,4,4,9593.17,6715.66,1
39,3551.84,15.66,539,2682.81,0.4,5,3,10962.1,17259.54,0
31,4569.34,5.64,738,6930.89,0.79,3,3,12356.65,2475.5,0
37,4719.02,1.17,406,0.0,0.49,1,4,10627.77,12630.99,0
63,5031.6,30.15,747,5245.04,0.13,5,1,5912.48,8745.23,1
30,5547.88,29.07,375,12686.0,0.71,2,2,12291.98,2445.48,0
37,3470.08,30.96,614,0.0,0.54,6,2,9377.42,4121.3,1
24,6872.12,10.41,561,4460.14,0.52,2,3,9261.44,11037.12,1
26,4619.88,31.05,428,8658.31,0.52,7,0,10585.63,3343.29,1
49,3502.78,34.11,735,11527.95,0.61,0,3,7526.29,8554.84,1
23,3003.9,27.87,471,9514.21,0.64,6,3,9726.75,4096.11,0
59,6409.07,12.11,753,4107.79,0.63,6,4,6219.27,6282.64,1
43,5767.79,13.12,774,10803.78,0.76,4,3,9890.97,6230.79,1
51,4242.15,17.53,725,10577.72,0.53,6,4,12529.56,10875.03,0
52,4959.94,32.01,832,4465.51,0.83,3,4,8572.9,5433.29,1
69,5471.56,17.5,378,5805.51,0.43,6,1,6721.29,7766.01,1
34,4353.97,14.93,413,2670.3,0.13,3,3,10769.09,8644.48,0
34,3874.97,2.15,706,4561.45,0.72,5,2,10869.34,12566.02,0
62,4233.31,11.38,675,9966.65,0.72,2,1,8706.71,586.97,0
48,5038.13,7.4,386,1808.94,0.72,0,3,7618.62,5033.04,0
34,4287.23,16.56,727,9376.46,0.08,6,4,9857.1,8216.38,1
22,3136.88,16.67,419,6679.21,0.13,2,4,10004.29,10669.14,0
62,4962.59,6.82,399,6753.89,0.54,0,0,8523.02,16409.15,1
30,2680.65,3.0,405,3651.32,0.85,3,3,12183.49,4016.32,0
22,3578.64,22.18,616,8003.68,0.85,2,2,10535.25,11669.46,0
67,5408.53,8.47,694,5120.82,0.29,6,3,11485.79,12379.14,1
33,4488.16,23.22,668,4949.03,0.32,6,1,6676.24,10382.62,1
22,4484.29,19.9,811,428.49,0.41,5,1,6291.8,9539.6,1
28,4367.3,30.44,514,5641.75,0.48,1,2,9643.52,8720.34,1
39,5218.85,9.21,698,4330.25,0.22,4,2,8265.85,14258.39,1
42,4222.4,34.01,508,8301.92,0.33,3,0,10722.03,3110.59,0
45,2474.39,29.6,783,5956.51,0.57,5,3,6394.36,10814.91,1
38,4494.2,17.32,478,5280.19,0.23,3,3,8847.03,17846.21,1
52,1447.52,12.19,461,3844.39,0.09,3,4,8184.76,2051.0,0
40,2380.87,7.33,706,3576.8,0.18,0,4,7512.69,8750.83,0
40,5724.65,19.89,725,3194.31,0.14,6,0,11775.94,10258.84,1
62,5223.92,6.45,791,7755.01,0.5,1,3,7239.26,4222.46,1
45,3839.96,12.42,709,832.13,0.27,7,3,8346.81,6077.49,1
49,4197.62,2.22,628,779.09,0.64,5,0,8217.63,5520.67,1
35,4345.14,23.38,517,6322.19,0.59,6,0,8047.56,8769.86,1
50,5188.28,21.07,350,10080.69,0.44,6,4,9477.94,11441.97,0
53,3554.63,23.79,508,6538.34,0.16,3,1,10102.15,8088.54,1
40,3454.78,29.53,704,4905.57,0.54,3,1,4129.23,1851.82,1
43,3687.1,19.24,501,12261.98,0.23,6,0,10437.5,2090.01,1
60,4392.19,13.0,507,6488.89,0.11,3,3,9522.91,11190.42,1
35,4507.56,8.81,425,3636.55,0.49,3,2,5774.58,12467.7,0
45,3901.77,18.25,806,6016.92,0.16,4,0,9603.61,13728.37,1
24,4963.92,15.31,742,8696.02,0.8,2,3,5137.59,10014.11,0
57,3323.14,15.35,551,4225.85,0.52,1,3,10850.42,13363.15,0
29,4193.85,9.37,776,8018.72,0.86,6,2,9297.76,8425.29,0
65,3627.07,6.88,633,4335.45,0.12,5,3,9219.54,10755.56,1
38,3337.82,27.81,483,5896.03,0.38,2,2,7619.93,8285.96,0
50,5393.36,34.13,628,6424.05,0.76,6,0,10993.88,6997.07,1
55,3970.2,23.39,704,0.0,0.42,5,4,9154.19,13195.2,1
42,3337.85,21.14,791,9367.81,0.48,6,0,10806.51,5480.47,1
30,4301.03,5.97,518,7273.47,0.94,5,3,6197.23,7251.84,0
33,3341.94,15.6,674,6788.6,0.67,2,0,6635.22,8945.71,1
53,4812.97,32.93,671,5941.38,0.39,0,1,10166.96,1846.63,1
65,5046.53,33.65,603,4569.09,0.91,2,0,5634.86,4646.3,1
64,5208.49,2.58,517,9659.91,0.67,2,3,5251.63,12541.01,0
58,3290.31,29.46,624,5323.4,0.22,4,1,10319.68,14065.1,1
61,4129.89,7.59,549,8084.64,0.56,3,3,7324.32,7830.27,0
60,5962.22,33.08,634,0.0,0.7,2,3,9414.13,5198.42,1
38,4067.89,7.9,574,11634.03,0.31,4,0,6378.78,12763.9,1
31,5429.59,27.02,692,5971.86,0.31,4,4,6397.37,14004.41,1
64,5670.39,33.5,542,6205.96,0.16,5,1,7571.71,3475.14,1
42,2995.47,1.64,808,2001.97,0.57,7,0,11173.75,15227.49,1
52,5381.25,0.45,661,2385.37,0.27,1,2,11504.19,6036.36,1
64,4959.85,18.69,527,6584.69,0.46,3,1,6820.26,3404.53,1
61,5074.04,15.09,688,0.0,0.58,5,0,6060.62,11460.29,1
33,5822.7,32.94,570,9235.13,0.64,0,2,10650.86,0.0,1
67,4691.17,10.24,763,2791.31,0.46,4,2,8142.32,8463.36,1
60,4340.34,0.71,709,2607.32,0.95,2,3,7052.27,8673.52,0
21,4830.51,30.43,736,5257.36,0.83,7,0,6131.95,9830.65,1
47,3951.03,21.05,779,11239.37,0.51,0,2,7902.03,5387.03,1
21,4724.48,18.01,360,5851.0,0.2,1,4,12235.14,8964.39,0
31,2416.56,22.07,749,8655.93,0.62,2,4,10884.86,11886.69,0
52,5859.48,31.65,536,1098.98,0.6,3,3,7684.25,13024.22,1
39,3779.33,9.17,689,3199.99,0.7,4,3,6294.61,9017.86,0
50,4765.14,8.79,705,7946.83,0.41,7,2,8795.4,8543.6,1
24,4554.98,34.62,623,1426.77,0.55,0,4,9995.02,2622.18,0
27,4363.63,18.14,818,0.0,0.85,5,3,8531.02,5901.79,1
53,4370.25,1.19,373,2868.27,0.2,7,4,11425.83,8040.24,0
31,4326.89,26.63,789,3889.46,0.63,2,2,12145.78,4405.31,1
56,2759.14,19.75,333,4373.5,0.51,0,3,7425.59,11964.09,0
32,3764.3,1.63,538,7380.22,0.44,0,1,8680.39,6093.24,0
22,5365.53,13.1,366,7140.59,0.47,2,3,8764.03,1768.65,0
22,3326.07,20.78,643,3690.25,0.16,6,1,5525.06,5594.75,1
35,3295.62,30.26,719,6889.16,0.59,6,1,7425.54,10861.83,1
23,6212.23,23.13,778,4705.55,0.33,7,1,5946.86,13250.36,1
58,5376.73,22.3,330,5482.75,0.31,4,3,7072.26,12569.73,0
24,5703.35,26.1,322,2052.94,0.32,1,4,5458.4,9812.55,0
30,4254.0,14.74,423,7236.95,0.36,6,0,5794.74,8007.41,1
52,4512.78,28.41,300,4049.75,0.77,7,4,10932.32,3823.21,0
47,4965.67,25.36,653,9078.64,0.74,4,0,11322.2,6147.59,1
50,4781.65,3.33,578,623.8,0.55,2,1,11433.21,4207.61,1
60,4183.49,25.37,520,8766.37,0.34,6,4,10836.42,9913.61,0
52,2918.16,31.26,358,1388.91,0.65,1,0,9412.83,9726.66,0
48,3588.31,33.02,313,6548.77,0.84,7,3,13666.36,8773.62,0
34,2875.6,15.45,563,1599.1,0.87,1,1,7731.79,5747.91,0
26,5706.08,4.25,822,2234.99,0.5,7,4,7858.21,10889.68,1
