Consumo_kWh,CostoEnergia_USD,TempPromedio_C,HorasPico,PotenciaMax_kW,EmisionesCO2_tn,SectorIndustrial,MantenimientoPrev,EdadEquipo_anios,AhorroPotencial_USD
316.65,506.13,15.66,1.97,82.32,3.8,1,1,20.53,481.1
526.94,420.07,33.38,4.23,106.36,3.01,1,1,3.11,718.2
443.42,84.41,36.04,4.45,98.06,0.36,0,1,24.45,369.44
378.23,477.4,29.69,8.26,119.32,4.07,1,1,8.12,555.68
427.94,304.81,11.98,3.47,87.1,3.75,0,1,19.14,547.36
460.84,123.17,39.74,5.7,45.67,3.56,0,1,16.65,584.86
364.83,472.89,37.82,8.29,120.99,3.41,0,1,5.56,570.34
396.53,440.68,34.65,9.51,81.7,5.46,1,1,24.56,498.86
395.64,190.54,15.94,4.3,144.39,4.73,0,1,14.19,180.75
273.73,248.82,14.62,4.71,92.45,4.39,1,1,3.05,237.3
438.83,580.13,31.8,1.47,105.15,5.75,0,0,20.68,678.77
616.43,140.46,14.98,3.58,61.24,1.45,0,1,18.6,638.22
607.84,504.17,37.64,6.36,29.19,4.58,1,1,9.81,627.93
222.83,418.36,21.9,4.28,94.13,0.34,0,0,17.95,440.49
468.48,196.73,14.95,1.58,93.53,5.03,1,1,22.73,393.9
481.06,376.03,20.1,1.29,85.22,2.39,1,1,15.74,496.73
350.74,379.4,17.71,1.43,91.03,1.92,0,1,14.38,419.06
284.3,104.45,23.12,3.36,102.82,3.33,1,1,11.78,162.22
241.5,438.06,32.5,6.1,91.57,1.78,0,1,15.73,569.67
346.64,106.5,34.81,4.99,125.16,5.1,0,1,22.99,227.23
442.0,371.81,39.71,5.05,96.46,1.71,1,1,6.44,731.5
381.03,102.75,30.36,7.74,122.02,1.46,0,1,23.25,301.91
326.69,489.27,29.68,3.01,116.55,0.5,0,1,18.44,499.21
250.1,583.4,16.37,9.36,129.61,0.64,0,0,9.42,724.67
442.09,115.34,13.03,1.22,96.28,5.72,1,0,20.08,334.43
527.99,536.87,42.94,8.63,125.28,2.18,1,1,22.05,602.12
288.77,487.74,20.43,7.09,89.87,4.38,0,0,17.64,500.24
453.81,293.52,20.72,2.42,80.78,2.18,0,0,3.69,617.48
174.46,169.99,44.33,2.3,63.83,5.71,1,1,12.19,241.14
321.1,465.83,10.36,1.43,67.22,0.99,0,0,14.88,568.9
487.55,462.16,42.37,4.34,43.51,2.28,0,0,12.82,558.21
265.87,425.13,14.62,5.63,139.5,4.75,1,0,12.15,417.62
327.47,242.25,28.26,6.36,104.61,0.37,0,1,14.79,354.25
570.16,316.3,12.58,4.61,134.13,2.0,1,1,2.94,566.34
312.06,86.4,11.01,1.91,76.91,5.41,1,1,19.47,214.55
297.53,255.72,29.93,4.19,57.93,5.75,0,0,12.19,328.14
469.1,333.5,27.12,6.11,92.12,5.17,1,0,17.75,337.2
634.57,214.0,18.69,8.66,82.23,5.38,1,0,4.16,742.19
371.24,372.98,29.9,4.75,118.1,5.1,1,1,17.49,443.24
492.25,219.21,37.78,3.16,84.61,4.12,0,0,15.09,575.41
561.49,417.0,33.67,8.62,82.02,5.72,0,1,24.43,684.81
439.07,381.25,19.35,5.05,148.13,4.56,1,0,10.85,537.68
367.61,529.26,31.46,9.19,44.55,2.88,0,0,20.36,518.3
294.84,181.07,18.77,4.8,82.84,2.05,1,1,7.41,298.15
228.97,474.85,28.92,2.07,107.15,3.71,1,1,17.16,691.75
533.4,534.53,25.04,6.39,77.02,1.67,1,1,19.6,867.35
421.71,101.88,27.28,8.11,77.5,4.01,0,0,6.25,339.46
559.94,297.0,28.8,7.67,122.21,4.78,0,0,16.37,811.45
518.67,260.71,20.32,9.45,143.87,4.9,0,1,18.96,595.69
325.96,91.74,26.15,1.93,115.45,0.48,1,1,1.14,266.35
257.57,481.87,40.31,9.55,73.49,1.44,0,0,17.34,595.14
449.52,536.82,40.75,2.96,134.09,3.61,1,0,20.13,753.61
324.1,478.24,14.59,5.46,108.96,0.44,0,0,11.51,714.64
445.2,456.8,33.53,8.92,104.56,3.28,0,1,15.76,653.65
312.26,264.16,29.69,3.99,49.82,5.05,1,1,22.58,396.57
296.65,207.34,33.98,3.89,80.23,5.28,1,0,12.53,341.87
383.08,338.46,17.11,6.38,118.61,0.66,1,0,14.85,432.51
512.09,132.33,29.18,2.0,81.93,4.49,1,0,10.06,486.57
436.78,412.36,39.1,9.93,102.53,3.56,1,0,15.99,549.19
541.41,397.22,35.89,4.72,93.4,1.81,1,0,23.23,523.93
251.97,549.13,43.71,2.25,99.93,1.88,0,0,5.01,554.36
273.15,551.23,39.75,8.85,83.33,1.03,1,1,13.33,703.37
389.3,582.38,37.48,1.47,114.58,5.12,0,0,8.42,648.1
659.88,115.45,38.07,8.89,133.51,4.85,1,0,16.52,425.29
480.91,456.99,23.81,3.5,50.89,5.78,0,0,12.16,680.47
272.01,242.95,24.14,4.61,83.01,1.74,1,1,3.81,318.92
390.86,459.93,16.85,3.54,108.57,4.35,0,1,13.74,629.19
426.49,371.27,41.32,1.32,122.01,5.66,1,0,18.39,660.88
331.76,590.7,29.47,9.57,71.29,3.88,0,0,9.43,764.5
473.59,325.55,44.51,1.78,94.36,1.69,0,1,14.18,506.21
381.23,141.73,12.45,1.16,31.39,5.63,1,1,15.95,354.07
364.08,406.59,38.53,7.78,78.35,4.56,1,0,19.5,699.92
551.23,309.12,10.87,7.55,140.75,4.85,0,1,10.42,604.34
194.84,252.48,34.18,4.08,89.8,3.37,0,1,9.12,153.37
284.58,394.42,19.58,1.0,41.15,1.69,0,0,10.3,564.2
301.92,521.1,40.91,1.16,112.57,2.2,0,0,1.9,503.96
298.28,206.13,25.89,2.54,87.63,2.35,0,1,13.06,369.73
312.55,430.85,29.24,6.43,103.65,4.37,1,1,4.9,390.53
458.62,462.31,31.46,3.27,99.85,4.93,1,1,14.31,635.85
531.58,580.61,39.44,3.53,95.67,2.61,1,1,17.38,776.74
509.92,192.72,38.89,9.67,69.73,3.88,0,0,4.27,371.86
277.65,347.31,37.37,9.1,49.44,3.01,1,0,7.54,585.15
387.11,444.25,37.96,2.14,92.21,0.4,1,0,12.63,560.69
454.27,105.48,31.55,6.48,112.67,5.44,1,0,19.45,565.5
428.8,532.42,13.67,3.21,69.56,5.81,1,0,17.08,675.04
556.69,257.35,16.36,1.2,70.74,2.82,1,1,15.85,413.38
318.96,431.39,34.06,2.5,101.95,2.89,1,1,13.69,413.85
418.76,290.18,16.76,1.91,137.43,4.54,1,1,13.5,451.48
352.81,546.86,26.67,8.23,133.54,2.2,0,1,15.34,669.57
430.13,499.68,12.08,1.31,63.52,2.4,0,0,4.98,446.78
270.53,323.04,12.12,1.35,105.74,0.6,0,0,17.38,546.49
288.53,573.25,12.13,6.44,94.47,1.44,1,0,12.01,719.95
312.39,479.93,15.89,9.35,101.12,1.14,0,0,24.46,575.34
332.36,305.08,27.27,1.07,87.84,5.53,0,0,21.51,572.68
585.75,541.18,24.47,7.56,77.61,0.82,1,0,2.96,659.78
541.05,355.19,36.82,4.31,119.15,1.6,1,1,6.25,685.03
374.48,370.79,25.53,4.92,66.81,1.36,0,0,2.87,390.56
420.75,137.05,31.2,4.38,97.69,2.45,0,0,9.83,299.7
208.67,544.6,18.62,6.6,131.8,1.75,0,0,10.35,594.95
378.48,283.85,40.34,2.13,89.86,3.28,1,0,3.63,420.4
419.15,329.76,29.76,2.04,105.08,3.9,1,1,23.44,538.27
537.48,593.64,39.99,4.03,121.01,1.85,1,0,4.69,786.62
439.22,509.39,18.73,1.83,68.84,0.54,1,1,17.38,718.59
451.95,139.89,44.62,8.86,63.79,5.87,0,0,9.7,319.94
435.73,482.16,19.1,9.92,67.7,4.19,0,0,12.26,618.68
432.28,202.48,32.9,9.68,141.24,0.93,0,0,19.1,513.51
232.39,166.16,15.63,5.76,80.49,5.86,1,0,8.11,212.11
349.99,506.64,11.76,8.17,92.06,2.6,0,0,20.98,463.87
572.19,359.41,32.06,9.75,75.06,5.41,1,1,8.48,567.96
498.87,325.38,40.32,7.39,70.38,4.31,0,0,8.07,583.62
459.31,136.31,12.71,9.31,79.58,0.77,1,0,12.35,473.61
408.01,129.03,28.98,2.47,119.22,3.75,0,1,19.99,239.91
479.13,288.33,39.98,9.53,98.07,2.83,0,0,14.11,627.82
286.61,569.23,35.18,2.45,103.0,1.0,1,0,1.45,741.93
210.39,194.21,30.96,1.51,79.45,0.33,1,1,18.39,271.74
354.15,454.82,32.87,9.83,108.35,5.91,0,0,18.09,615.33
464.55,358.23,34.08,9.9,99.83,1.96,0,1,17.35,505.84
412.94,367.08,42.01,1.97,56.54,4.74,1,1,9.66,570.71
521.68,574.6,19.03,4.7,101.7,1.96,1,0,12.46,548.84
442.17,527.17,38.83,6.72,64.08,4.4,1,1,23.65,726.35
405.38,521.68,34.86,8.66,113.68,1.41,1,0,24.46,729.0
559.3,107.0,17.22,4.35,89.8,0.93,1,1,19.84,319.68
535.89,593.88,38.31,9.24,67.39,4.5,1,1,2.11,700.62
388.23,570.95,16.7,2.3,102.63,1.93,0,1,23.91,667.68
267.63,136.55,14.25,1.3,66.45,4.83,0,0,7.41,302.1
291.12,366.26,28.66,4.65,99.38,3.49,0,1,8.42,513.23
380.63,93.75,10.02,5.75,51.42,2.22,0,1,15.04,386.78
355.98,135.44,40.6,9.28,96.54,0.75,0,1,2.36,333.71
598.93,530.89,21.11,9.04,101.53,1.78,1,0,21.47,884.26
198.38,102.38,25.15,4.89,65.5,0.57,1,0,7.67,250.14
392.29,214.46,20.67,8.78,65.18,4.0,0,0,5.04,303.06
272.05,335.65,38.66,2.48,67.57,1.67,1,0,19.01,339.23
414.02,215.83,24.78,2.91,60.72,1.31,1,1,10.89,327.79
445.87,565.53,33.52,5.61,92.35,2.26,1,0,8.83,699.84
351.41,248.67,16.15,1.44,76.68,3.14,1,0,16.24,552.27
463.66,451.65,12.1,7.81,67.88,5.48,1,0,10.05,709.71
376.16,482.09,30.27,5.82,94.19,4.1,1,0,15.34,839.91
378.47,105.39,29.2,2.29,55.38,4.96,1,0,22.46,314.13
349.85,280.18,32.46,5.6,96.54,1.98,0,1,21.85,281.0
478.1,182.27,38.19,5.48,121.88,1.49,1,1,11.16,451.44
416.62,213.41,22.99,6.75,148.02,4.54,0,1,20.67,332.94
588.79,293.75,39.94,1.51,68.09,2.79,1,1,18.71,609.62
552.4,108.94,12.04,4.32,67.93,4.27,1,0,17.62,436.95
466.45,398.24,15.19,8.26,56.4,0.4,0,0,18.02,535.02
140.87,179.65,27.93,1.23,131.99,5.12,0,0,20.38,257.83
221.88,124.04,27.88,6.75,135.13,1.82,0,1,16.85,85.23
518.35,311.93,25.78,4.07,131.7,3.27,0,0,20.41,562.86
342.92,257.05,15.0,7.08,73.92,4.73,0,0,15.31,370.78
428.18,586.99,33.39,3.63,133.32,1.0,1,0,9.94,631.63
324.34,496.47,23.57,9.14,83.91,4.7,0,1,14.15,547.11
462.15,220.6,19.66,3.71,45.85,5.44,1,1,18.52,426.84
514.96,387.6,16.56,8.61,45.17,3.19,0,0,24.86,703.79
254.84,358.02,41.36,2.56,102.88,3.24,0,0,8.75,524.99
302.37,176.06,37.83,9.82,53.37,4.34,1,1,18.49,337.05
200.35,477.61,15.91,4.26,111.39,5.25,1,0,7.63,568.95
428.01,444.39,10.37,5.53,115.7,3.15,1,0,5.17,614.24
200.17,146.55,14.29,8.54,135.36,0.7,1,0,15.59,190.97
356.07,456.9,13.87,1.68,78.49,3.52,0,1,7.9,745.23
462.35,406.9,36.72,2.35,67.24,5.35,0,0,17.65,706.29
646.97,85.09,24.27,4.04,70.48,1.64,1,1,12.15,306.38
444.21,106.84,22.93,4.5,87.32,0.59,0,0,5.49,423.38
550.35,364.58,25.13,8.3,73.55,5.13,0,1,17.24,683.33
431.1,127.18,35.99,3.02,85.89,4.47,1,1,18.78,338.17
437.11,395.63,33.22,8.29,118.45,1.48,0,0,18.66,562.75
374.69,169.88,35.33,7.62,85.2,0.48,1,0,22.8,446.47
354.01,437.2,30.72,8.35,67.9,4.96,0,1,18.1,680.86
540.93,272.31,20.62,8.53,90.85,0.41,1,0,15.74,607.26
444.96,465.57,20.35,7.68,59.9,2.62,1,1,23.22,685.69
440.36,179.62,19.53,2.63,89.31,4.22,1,1,10.16,580.18
327.02,419.81,42.73,5.29,122.7,5.28,0,1,1.5,606.79
358.59,585.73,14.15,8.05,72.57,3.9,0,0,4.9,871.21
648.1,334.2,19.72,3.06,68.66,2.26,1,1,2.96,429.97
391.9,225.17,39.01,8.3,85.42,2.14,1,1,14.64,462.54
559.14,243.72,44.51,7.14,143.01,1.37,1,0,22.1,452.64
337.57,178.79,17.61,8.08,89.19,2.21,0,0,11.06,328.53
496.19,378.05,43.99,1.95,58.94,0.81,0,1,10.22,663.07
434.78,346.84,35.56,5.99,104.75,5.92,0,1,1.45,590.23
351.55,365.95,23.37,7.65,105.1,4.58,0,0,21.8,511.93
477.83,435.34,21.99,5.96,126.49,4.43,1,0,17.07,679.43
214.79,89.31,40.36,1.85,97.62,1.38,0,0,3.39,289.0
468.95,145.47,19.72,9.52,59.5,1.18,1,1,14.75,334.73
494.43,190.95,20.87,6.7,56.68,4.06,1,1,7.68,626.27
432.77,83.57,10.89,5.57,81.16,3.66,1,0,24.24,485.2
557.31,176.47,27.73,4.18,121.66,4.7,0,1,14.41,443.8
391.83,519.64,17.47,3.24,68.65,5.59,1,1,9.25,618.2
382.1,417.98,44.79,5.6,99.95,3.51,0,0,2.06,480.65
442.6,163.79,15.34,1.51,75.44,4.17,0,0,12.77,546.71
504.12,98.54,40.85,9.47,100.3,3.87,1,0,2.19,354.07
468.38,209.66,15.16,2.57,126.61,4.36,0,1,5.72,564.08
372.81,450.96,23.87,3.84,95.98,4.96,0,0,21.25,803.41
280.57,311.92,31.98,8.44,74.41,4.35,0,1,9.6,360.12
479.62,358.46,41.85,9.64,101.07,3.7,1,1,15.86,563.84
305.25,358.51,41.23,5.65,145.25,3.76,1,1,1.59,359.76
301.81,202.51,17.13,7.62,79.81,3.84,1,1,3.16,390.48
321.44,167.76,16.13,9.43,99.18,4.32,0,0,24.59,346.42
406.93,162.16,35.14,1.5,114.22,4.95,0,0,23.34,378.5
304.44,581.41,18.5,1.02,114.9,0.57,0,1,7.87,619.15
263.72,568.55,43.34,8.18,109.05,2.95,1,1,13.28,525.86
320.94,468.83,11.09,5.38,99.48,2.06,0,0,12.4,764.5
378.0,416.58,16.59,7.38,126.93,1.9,1,1,18.5,705.16
454.51,196.99,13.93,4.55,119.7,2.37,0,1,4.13,403.98
408.07,140.73,33.65,2.2,78.68,0.37,0,1,5.74,560.0
270.34,565.97,10.87,1.53,101.3,3.29,1,0,14.03,739.06
427.44,225.93,29.32,9.13,98.81,4.23,1,0,19.73,541.16
438.73,178.5,37.3,8.47,80.25,1.76,1,1,10.75,208.03
345.4,560.88,14.24,8.29,40.39,3.52,1,0,20.91,731.69
304.45,161.25,15.03,3.08,112.15,0.56,1,0,15.84,400.96
304.4,234.99,15.5,9.73,77.95,2.91,1,1,13.11,261.59
336.18,172.62,14.83,8.94,82.31,4.06,0,0,13.92,513.6
665.71,87.69,36.24,5.52,98.18,3.83,1,0,3.88,563.48
293.31,175.73,21.84,9.65,67.43,2.42,1,0,7.96,395.37
431.92,316.19,28.4,7.54,101.37,3.76,0,1,24.15,599.96
314.31,355.97,10.91,1.18,124.75,1.12,0,0,2.28,496.34
339.28,167.26,37.88,9.73,95.56,3.84,0,0,24.18,376.34
315.26,452.65,10.47,6.03,120.04,1.5,1,0,15.01,594.34
496.14,358.47,43.73,1.64,73.44,3.78,0,0,17.18,755.88
445.49,392.28,43.99,4.27,103.47,2.0,0,1,11.67,498.67
384.48,246.05,11.15,4.68,88.49,4.07,0,0,5.4,415.72
460.35,183.28,12.73,8.58,38.17,1.93,1,1,6.83,447.21
489.22,494.28,29.15,1.25,118.73,4.12,1,1,22.26,723.53
297.91,263.58,22.23,6.83,88.97,1.64,1,0,20.3,484.38
465.67,351.38,32.22,9.08,101.08,0.8,1,1,12.88,492.35
313.88,465.57,32.88,6.91,84.9,2.64,1,0,5.26,573.52
500.55,535.17,10.95,4.47,83.68,5.76,1,0,16.02,791.93
488.82,313.22,17.73,5.18,82.98,4.86,0,1,2.83,505.44
448.44,585.68,33.56,9.36,78.95,1.48,0,1,2.35,778.53
374.81,354.37,16.93,1.66,82.55,4.8,0,1,1.77,362.31
336.87,492.67,11.67,5.05,75.3,0.9,1,1,18.66,493.98
368.36,120.09,28.82,6.34,73.87,1.34,1,1,11.62,373.99
492.3,128.3,15.32,2.06,60.75,1.21,1,0,17.95,323.23
318.12,399.43,41.45,6.42,158.08,5.92,1,0,22.0,551.13
405.96,280.39,38.99,1.84,73.62,5.78,0,0,5.55,375.65
190.28,477.3,36.55,9.79,96.68,3.58,0,1,1.24,438.32
431.24,377.34,39.1,3.54,58.98,3.5,1,0,19.41,503.67
275.74,401.31,38.02,5.45,87.68,2.77,0,0,23.16,498.57
241.82,167.12,37.66,9.9,66.53,5.49,1,1,6.36,213.24
462.25,366.92,44.9,3.47,72.55,0.84,1,1,10.73,721.11
425.24,363.24,36.32,5.34,72.55,2.34,0,1,6.57,492.98
346.79,463.51,27.0,7.09,95.99,3.76,0,1,17.94,449.23
363.75,445.61,33.47,9.24,72.72,5.48,1,0,13.4,746.98
672.52,403.9,14.75,4.89,129.56,4.64,0,0,3.61,682.32
376.7,162.68,11.5,3.72,93.18,2.62,0,1,7.28,526.06
375.85,583.77,19.82,4.77,42.72,4.94,1,1,16.89,827.41
478.28,396.77,26.65,4.66,99.37,3.6,0,0,16.0,612.04
410.47,165.15,16.41,6.05,136.81,3.37,1,0,9.5,418.69
518.49,498.16,37.15,2.44,97.31,1.17,0,1,2.2,740.23
433.29,153.41,41.61,1.54,102.5,1.16,1,1,19.86,510.42
491.33,220.87,17.42,1.01,82.68,0.74,1,0,8.48,432.02
453.2,372.73,36.15,3.48,105.46,2.78,1,1,4.27,603.32
477.44,159.16,19.16,3.87,114.35,3.19,1,0,18.08,470.29
394.88,125.12,22.15,9.71,95.97,1.7,1,1,17.43,376.78
426.7,433.69,19.18,2.96,123.26,5.55,0,0,22.34,648.55
367.48,101.63,17.41,5.9,122.64,0.87,0,1,1.19,280.73
472.5,262.3,19.77,8.82,101.23,4.08,1,1,11.98,451.3
238.48,207.67,22.71,7.65,69.18,3.77,1,1,10.43,332.38
487.14,566.52,16.6,1.53,77.37,2.92,0,1,19.19,749.89
519.76,381.14,40.18,4.35,96.94,5.28,1,1,23.66,534.37
489.01,116.0,11.84,6.99,86.88,4.51,0,1,23.0,413.72
387.51,292.97,33.39,1.06,69.06,2.23,0,1,16.39,619.52
460.63,274.39,26.11,9.58,111.53,1.79,0,0,14.95,397.75
306.81,155.6,29.02,3.08,78.57,4.87,0,0,18.66,110.33
500.45,461.2,41.45,5.38,64.14,1.03,1,0,4.43,637.37
268.09,177.33,16.38,1.64,102.6,4.57,1,1,11.88,331.24
471.25,520.93,19.14,2.36,74.4,1.51,1,1,13.22,891.65
463.92,567.73,24.22,4.1,66.13,1.78,1,0,14.07,566.31
448.81,125.46,18.1,2.0,92.39,5.24,0,1,17.46,400.41
346.35,423.47,37.87,3.17,160.33,4.25,1,1,15.95,673.03
491.22,405.7,16.07,5.42,77.41,2.96,1,0,2.14,898.6
179.53,346.43,29.95,6.14,89.43,0.41,1,0,12.67,478.6
493.27,411.19,11.8,8.5,80.46,1.14,1,1,12.93,651.61
422.97,550.34,12.92,3.26,90.83,2.06,0,1,3.93,836.11
526.12,473.36,10.42,8.06,54.67,2.39,1,1,12.58,865.38
424.01,415.65,30.75,9.84,83.19,2.91,1,0,18.13,613.66
620.58,302.43,29.09,9.37,115.81,0.72,0,0,18.89,627.16
286.98,205.86,27.21,2.18,56.98,0.86,1,1,1.45,370.84
473.13,186.02,20.48,4.89,127.36,0.71,1,0,7.37,592.38
293.68,192.84,28.55,6.9,47.27,1.14,1,0,5.94,436.86
384.83,529.39,27.08,1.64,112.43,5.69,1,0,16.02,785.64
489.08,142.31,32.8,4.6,114.38,1.01,1,1,18.78,382.45
475.05,140.31,21.54,9.17,117.2,1.12,0,1,8.67,416.74
649.54,91.07,18.08,8.7,92.96,1.14,0,1,11.01,547.87
357.83,457.76,35.41,1.43,98.05,4.46,1,0,24.52,667.08
554.32,82.78,34.42,7.95,108.43,2.2,1,1,24.74,402.45
369.48,558.44,15.38,7.96,55.85,4.39,0,1,5.74,525.75
315.89,585.05,35.36,1.63,104.17,2.83,1,0,9.08,698.87
205.25,201.72,33.05,6.89,69.5,0.54,0,1,16.78,363.15
419.52,101.22,41.72,7.83,90.18,4.14,0,0,13.49,441.99
337.44,581.18,34.84,2.82,125.06,0.91,0,0,3.05,791.51
501.7,188.81,43.2,7.61,104.28,3.01,1,1,1.78,314.35
336.59,358.69,36.35,8.78,69.23,2.52,0,0,8.76,520.89
342.81,417.46,12.84,5.84,129.58,3.26,1,0,15.28,704.44
442.56,388.2,38.96,2.59,58.08,3.11,0,0,14.99,650.57
606.55,519.91,18.37,9.43,68.92,4.37,0,1,2.59,803.69
269.36,331.6,34.19,5.09,114.41,3.58,1,0,17.08,431.18
522.11,351.5,28.32,7.8,71.86,1.09,1,0,17.83,603.45
504.89,599.48,39.69,8.28,107.76,5.86,0,1,11.98,874.37
373.49,371.59,13.47,7.04,106.73,2.29,0,1,15.41,581.09
481.05,182.83,33.5,2.37,93.03,5.01,1,0,6.36,449.37
365.89,167.22,21.76,9.31,106.41,1.31,0,0,18.1,489.04
684.57,531.19,20.42,8.6,77.85,0.48,0,0,8.96,950.24
386.55,267.08,16.44,6.28,72.6,5.6,0,0,16.0,506.0
409.65,572.46,22.73,5.99,86.73,5.27,0,0,6.96,733.61
360.91,498.89,10.12,3.98,89.61,5.87,0,0,24.67,456.4
196.79,571.21,36.97,9.28,66.93,0.75,0,0,8.49,627.05
368.42,372.06,26.89,5.84,41.47,4.52,1,1,24.61,531.55
427.84,101.78,35.93,5.9,119.0,2.34,0,0,2.64,364.24
580.11,522.45,20.44,6.61,112.99,4.3,1,1,9.61,761.39
459.03,381.36,34.81,4.53,92.68,0.66,1,0,3.95,626.54
377.27,531.24,33.45,3.94,69.79,5.37,0,0,21.3,694.04
407.19,227.81,38.26,7.97,157.55,3.26,1,1,22.26,450.81
439.28,525.66,19.55,7.82,116.94,3.14,1,1,21.04,719.36
354.52,184.31,43.98,6.3,53.04,1.16,0,1,6.63,316.27
481.87,226.7,28.41,7.02,104.85,5.7,0,1,15.91,469.25
595.01,155.32,21.1,6.42,82.94,0.44,1,1,12.98,486.43
356.42,152.0,26.11,5.12,132.25,2.15,0,0,1.7,213.18
544.9,134.1,41.84,8.38,104.11,2.59,1,0,19.75,517.32
505.16,358.22,31.13,2.32,61.81,4.65,1,1,6.16,544.23
464.47,431.33,32.56,8.12,59.74,2.78,0,1,6.07,700.97
413.43,189.98,40.18,3.16,56.6,0.99,1,0,9.22,522.13
440.53,555.77,14.18,1.87,94.4,5.54,0,1,6.65,664.36
373.91,131.72,21.18,9.46,48.58,3.07,0,0,17.66,271.49
620.42,136.72,36.41,6.5,21.91,1.6,1,1,18.29,672.42
313.79,539.61,35.57,6.56,77.89,1.62,1,0,6.73,651.35
536.19,440.6,44.51,9.23,59.58,1.97,1,1,13.78,681.41
585.97,175.05,24.95,2.97,80.76,2.16,1,0,7.73,597.31
361.22,592.42,12.24,5.59,36.23,1.6,0,0,6.26,605.57
539.9,97.11,33.3,9.99,87.05,3.57,1,0,16.94,424.18
417.28,136.43,34.7,4.41,90.3,1.64,1,0,13.63,330.51
407.48,226.67,31.85,9.16,61.28,3.05,0,0,18.59,441.33
391.05,461.95,29.96,7.22,42.09,2.63,1,0,3.25,663.89
206.35,451.67,19.73,6.8,88.01,3.39,0,1,20.23,452.02
465.75,494.59,21.47,2.27,118.71,0.6,1,1,24.19,650.09
573.23,363.48,43.02,7.93,27.86,2.23,0,0,23.09,675.98
315.43,391.77,33.11,1.71,89.95,5.57,1,1,8.87,636.98
501.68,259.46,24.36,2.55,24.68,5.16,0,0,13.09,617.29
389.78,279.75,35.58,8.27,105.34,4.26,1,1,18.42,545.91
268.88,130.19,26.68,5.43,74.17,2.32,1,1,7.14,336.82
519.75,141.69,28.46,5.61,88.98,3.26,1,0,10.75,484.85
602.32,442.51,41.86,5.89,55.61,1.27,1,1,24.73,537.99
304.69,92.92,40.18,2.68,119.34,4.5,0,1,6.72,314.64
425.9,315.31,15.84,3.13,111.16,2.67,1,0,23.53,638.84
227.23,424.32,32.77,9.09,127.84,5.3,1,1,13.02,533.79
394.96,330.88,42.79,5.73,63.2,5.8,0,0,9.5,463.32
458.33,115.84,39.14,5.86,109.53,4.75,1,0,6.81,475.09
610.35,479.02,23.2,2.55,191.7,1.08,1,1,15.41,624.73
586.91,327.53,27.39,8.16,53.08,4.8,0,1,14.1,652.11
597.1,232.15,36.26,7.66,86.79,3.79,0,0,3.28,653.73
336.75,168.42,42.28,2.8,75.24,2.91,1,0,10.56,373.55
370.58,399.56,30.6,5.69,61.11,0.64,1,0,15.67,553.96
200.28,560.57,21.9,9.02,105.44,0.89,1,1,16.8,493.7
314.18,217.47,26.59,1.86,100.52,4.01,0,0,2.26,406.36
225.78,534.79,40.38,6.53,46.28,5.93,1,1,17.43,730.0
443.86,425.01,29.35,6.58,82.14,4.18,0,0,6.6,540.81
316.36,89.51,24.43,1.62,45.03,1.16,0,1,11.78,366.46
267.83,521.71,25.66,7.32,30.18,5.34,1,1,3.29,443.31
357.35,285.96,16.8,1.7,105.23,2.77,1,0,23.91,660.63
257.81,519.31,33.85,3.31,110.98,4.76,1,0,15.62,712.26
437.08,183.47,22.64,9.28,73.48,2.19,0,0,23.4,442.83
434.13,349.66,21.73,7.44,64.98,5.3,0,0,5.35,492.51
362.11,186.62,38.28,4.21,91.82,3.0,1,0,3.25,443.61
312.32,334.45,30.22,4.42,105.07,1.28,1,0,19.38,418.66
239.27,559.44,29.15,1.09,154.19,3.65,1,0,24.25,413.38
466.64,342.9,16.78,1.33,99.45,0.6,0,0,6.07,541.43
427.45,596.35,37.3,8.95,135.68,5.57,0,0,10.89,620.59
455.72,220.86,41.31,2.0,125.51,1.36,0,1,2.02,282.43
363.23,393.59,26.88,7.93,52.07,5.59,0,0,10.87,403.64
373.85,582.77,43.33,1.82,50.68,2.77,1,1,7.07,716.3
573.04,472.45,29.19,6.12,95.09,4.87,1,1,12.83,778.45
327.93,439.79,17.29,2.78,98.28,1.86,0,0,1.27,414.19
362.48,466.29,11.37,9.56,56.91,3.53,1,1,3.77,554.83
489.27,251.77,35.13,9.77,71.99,0.57,1,0,2.3,601.07
436.35,231.17,24.33,4.23,79.45,0.51,0,0,23.71,546.0
154.41,155.23,40.21,8.39,75.47,2.51,1,0,23.12,199.03
197.45,393.75,36.26,3.57,111.62,5.1,1,1,14.07,257.58
320.7,559.65,18.53,7.74,96.74,4.51,1,0,5.18,779.22
509.24,477.77,20.58,2.59,117.86,2.4,1,0,11.84,569.25
480.6,592.74,13.04,6.76,81.57,3.89,0,0,14.42,744.59
462.34,595.75,35.18,9.6,67.63,3.24,0,1,5.95,538.48
475.33,305.72,38.65,2.65,97.37,3.47,1,1,4.59,416.05
283.73,348.73,26.82,2.48,138.29,5.44,0,0,15.08,450.16
472.13,508.51,31.57,5.02,127.99,4.18,1,0,19.92,744.88
289.45,478.09,16.78,9.63,103.95,4.57,0,1,14.01,759.39
513.68,482.96,43.82,5.0,46.91,3.7,1,1,22.75,802.35
338.73,369.94,21.13,2.89,70.68,1.82,0,1,16.73,541.73
433.8,385.18,35.84,1.26,74.83,2.83,1,1,18.66,445.82
175.06,518.59,29.4,4.27,114.68,3.0,0,0,22.23,366.73
