ConsumoProm_kWh,DemandaMax_kW,FactorCarga,HorasPico_Mes,TemperaturaMedia_C,UsoHVAC_%,UsoProceso_%,EmisionesCO2_tn,TipoCliente
397.44,108.37,0.4,40.4,33.0,30.2,77.0,1.61,Industrial
426.53,58.88,0.6,67.9,35.2,57.4,5.6,0.89,Comercial
452.37,79.46,0.94,51.2,14.18,28.6,12.2,5.37,Comercial
421.23,88.2,0.85,112.0,35.52,18.5,36.8,3.52,Industrial
167.21,54.68,0.67,133.9,31.68,75.2,6.4,4.48,Industrial
495.09,106.52,0.95,94.0,11.41,14.5,46.1,1.58,Comercial
534.16,92.06,0.65,161.7,13.49,63.7,68.5,1.57,Comercial
486.41,82.22,0.64,44.8,23.23,80.0,72.2,4.79,Industrial
428.79,56.29,0.31,147.0,32.49,57.7,19.1,5.7,Industrial
167.95,84.62,0.3,138.7,17.38,24.3,19.1,2.59,Industrial
758.8,84.93,0.76,72.9,26.93,89.0,51.5,4.85,Industrial
270.22,104.09,0.4,137.6,38.42,79.1,42.3,4.57,Industrial
356.18,125.1,0.35,143.3,39.16,26.3,62.2,2.75,Comercial
368.19,65.48,0.65,84.4,37.44,47.3,79.9,1.47,Comercial
592.84,77.17,0.25,157.0,36.97,19.4,47.4,2.37,Industrial
419.24,83.89,0.74,48.8,25.68,78.2,50.4,4.97,Residencial
405.49,72.58,0.89,151.4,11.49,37.2,9.3,5.39,Comercial
380.46,86.88,0.63,146.9,35.43,84.2,15.4,2.35,Comercial
381.98,66.67,0.8,174.4,23.0,65.3,64.3,3.24,Industrial
480.51,97.41,0.25,147.0,31.82,22.9,24.1,2.18,Residencial
443.12,106.76,0.89,159.5,36.54,16.8,17.2,2.09,Residencial
424.43,88.56,0.46,26.4,22.6,27.0,11.9,4.59,Comercial
628.54,73.72,0.75,121.2,10.98,12.8,19.7,5.33,Comercial
401.6,81.05,0.9,45.4,29.43,55.6,77.6,1.1,Comercial
684.41,64.88,0.42,134.1,25.88,80.1,59.1,1.22,Industrial
297.34,81.94,0.64,190.0,14.99,22.9,55.2,3.06,Industrial
299.94,91.42,0.78,96.4,34.15,36.5,42.1,0.86,Industrial
766.99,99.68,0.58,165.7,27.22,34.3,67.6,6.45,Comercial
421.36,71.87,0.48,21.2,36.25,32.3,18.5,3.26,Comercial
560.2,65.99,0.53,199.0,23.38,27.8,65.9,3.89,Comercial
256.07,108.16,0.56,109.1,20.46,38.5,30.3,2.99,Industrial
429.9,90.02,0.48,136.2,10.61,31.8,53.2,5.88,Comercial
386.14,139.02,0.94,165.5,27.06,62.1,39.6,1.01,Industrial
408.97,87.21,0.31,52.1,33.85,74.3,22.2,5.33,Comercial
561.18,115.89,0.4,49.9,37.43,73.1,68.5,5.17,Residencial
418.19,116.96,0.82,41.3,37.69,60.0,75.6,5.12,Comercial
439.66,81.56,0.37,59.7,37.73,55.2,25.1,4.29,Residencial
535.26,64.06,0.93,160.7,36.86,47.6,68.4,5.11,Industrial
443.43,93.6,0.82,128.9,32.47,57.5,39.4,2.43,Comercial
755.92,99.21,0.45,183.4,35.0,21.7,36.6,0.79,Residencial
539.64,98.65,0.78,55.9,18.96,42.2,11.4,6.61,Comercial
406.75,62.6,0.35,46.2,27.55,55.3,61.6,6.77,Residencial
567.55,72.05,0.3,167.0,28.27,38.9,12.7,6.36,Industrial
567.68,63.03,0.69,77.6,35.15,14.5,15.1,4.57,Comercial
400.29,105.26,0.92,114.8,30.41,68.4,68.1,4.93,Industrial
424.28,59.92,0.7,63.2,16.75,34.6,39.4,4.87,Residencial
582.34,94.62,0.29,65.5,31.6,37.7,24.6,6.48,Comercial
410.46,59.24,0.42,96.9,12.51,15.4,52.7,3.45,Industrial
271.1,78.14,0.69,116.2,19.61,57.4,6.3,0.62,Comercial
416.27,59.76,0.29,188.4,35.21,82.1,26.6,2.38,Industrial
344.76,68.89,0.21,193.0,26.33,71.5,20.3,2.48,Comercial
593.3,79.62,0.34,131.4,16.48,79.9,67.0,3.18,Comercial
551.2,76.59,0.62,152.3,21.82,49.8,73.1,6.14,Residencial
475.07,121.55,0.76,193.1,33.64,12.6,27.6,4.29,Industrial
212.11,58.69,0.67,96.7,24.46,36.0,66.9,6.76,Industrial
364.55,102.52,0.44,91.3,27.18,43.9,59.8,3.87,Residencial
441.62,101.83,0.77,60.4,13.05,10.3,59.9,6.65,Industrial
382.65,113.89,0.34,190.5,21.53,49.4,14.4,5.84,Industrial
437.09,81.11,0.61,151.6,17.49,82.7,37.0,2.43,Industrial
203.43,92.75,0.67,23.0,33.64,59.6,28.1,1.83,Industrial
770.36,118.5,0.66,150.2,21.35,54.6,79.8,6.67,Residencial
593.68,86.27,0.54,31.8,31.88,81.5,24.9,6.51,Residencial
393.99,82.79,0.28,131.3,21.46,18.3,69.4,6.52,Industrial
687.75,87.2,0.87,95.3,10.7,29.4,47.5,6.03,Industrial
303.59,94.35,0.53,38.5,19.87,32.5,44.7,5.62,Industrial
500.9,97.7,0.69,171.2,14.09,20.1,68.2,4.74,Residencial
378.95,105.03,0.46,44.0,37.42,15.2,69.5,1.89,Industrial
632.61,75.49,0.82,154.5,20.61,68.0,69.5,5.09,Residencial
525.19,81.93,0.61,114.4,32.19,37.5,62.1,2.29,Residencial
629.39,121.12,0.95,78.8,16.21,89.8,41.5,1.42,Residencial
457.62,43.35,0.91,34.9,30.06,67.6,49.8,2.95,Comercial
128.82,57.25,0.48,154.5,38.84,16.1,66.2,4.68,Industrial
415.63,88.83,0.34,90.9,13.11,60.9,23.0,4.4,Comercial
451.96,105.06,0.34,188.4,32.68,11.2,32.8,4.41,Comercial
352.47,91.21,0.46,35.6,28.75,79.3,13.8,3.29,Industrial
295.06,113.06,0.87,58.6,29.89,23.3,58.0,2.3,Comercial
603.56,76.23,0.58,152.9,11.26,45.0,50.5,4.25,Comercial
572.14,68.64,0.82,167.0,26.65,50.1,41.7,4.72,Comercial
283.9,78.53,0.26,131.5,22.45,38.4,43.6,6.98,Comercial
216.13,92.5,0.38,184.6,24.86,36.7,8.0,1.04,Comercial
521.49,92.42,0.55,24.7,14.23,55.4,69.2,1.25,Residencial
358.89,60.62,0.74,119.9,35.64,13.5,77.6,4.68,Comercial
157.02,44.08,0.65,156.9,28.34,59.0,12.6,2.94,Residencial
208.9,91.21,0.75,181.9,37.14,12.6,76.2,1.3,Residencial
423.86,116.68,0.9,69.5,21.12,25.7,28.1,2.67,Comercial
552.65,85.44,0.54,77.1,16.49,56.7,61.2,2.63,Industrial
205.15,105.99,0.57,70.1,22.81,82.4,24.4,2.46,Residencial
442.31,81.23,0.29,159.5,22.37,59.4,49.7,1.89,Comercial
765.0,65.82,0.61,116.4,34.46,18.4,69.4,5.86,Industrial
144.83,113.77,0.28,164.0,16.81,14.1,50.1,1.33,Comercial
241.49,83.23,0.32,53.8,15.39,59.9,50.1,3.45,Residencial
304.13,62.55,0.34,111.4,14.31,67.9,79.5,2.17,Industrial
250.91,67.25,0.57,64.6,38.7,45.9,28.9,6.42,Industrial
693.37,114.83,0.26,187.2,26.14,70.2,53.9,1.91,Comercial
383.8,60.58,0.6,188.0,17.91,45.7,30.4,1.74,Comercial
396.69,60.07,0.67,32.5,30.25,70.5,21.7,6.41,Comercial
444.22,66.35,0.79,149.4,20.79,44.5,70.0,5.35,Comercial
-17.6,79.85,0.39,34.9,35.9,16.7,67.4,4.93,Industrial
277.17,70.41,0.52,91.8,23.69,25.1,21.0,5.13,Industrial
638.57,116.04,0.21,183.2,21.03,88.2,25.8,3.22,Industrial
580.4,94.09,0.29,106.2,15.26,30.3,35.6,2.86,Residencial
375.28,50.36,0.94,101.8,34.59,56.1,35.7,4.95,Industrial
277.37,43.88,0.21,80.8,13.3,79.6,7.7,0.81,Residencial
350.13,112.74,0.84,51.1,31.61,17.0,12.5,6.15,Industrial
553.07,52.98,0.57,135.5,30.2,57.8,26.6,1.94,Industrial
448.2,42.11,0.78,119.8,28.7,70.9,39.0,5.21,Industrial
560.33,80.38,0.21,70.5,34.36,78.1,17.0,2.09,Comercial
284.36,92.44,0.87,108.1,30.38,20.9,67.0,3.06,Comercial
410.82,54.32,0.86,118.2,18.27,88.6,59.6,0.52,Comercial
627.49,91.47,0.45,74.1,19.99,57.6,17.0,2.81,Industrial
295.46,68.68,0.63,60.4,16.27,34.1,11.3,4.08,Industrial
199.3,85.61,0.52,30.1,16.67,53.5,47.7,5.84,Industrial
588.09,99.04,0.26,45.7,33.85,79.5,57.0,5.35,Industrial
444.06,97.11,0.81,172.4,17.81,37.3,67.0,3.23,Comercial
463.21,74.74,0.84,78.7,12.97,13.9,28.5,2.3,Industrial
252.42,85.68,0.64,27.4,17.13,46.2,16.3,2.88,Comercial
296.29,93.94,0.77,197.8,39.49,87.2,26.1,2.17,Industrial
392.23,112.64,0.28,138.4,39.1,82.1,37.8,2.13,Industrial
269.44,85.83,0.55,91.2,12.99,29.8,68.6,2.85,Comercial
587.38,119.39,0.91,29.9,31.77,16.3,61.0,0.29,Residencial
657.49,67.72,0.47,76.8,32.46,70.6,23.5,1.06,Comercial
525.32,103.34,0.49,139.5,25.97,42.8,42.0,3.55,Comercial
316.15,93.23,0.58,177.3,28.82,66.8,34.5,3.11,Residencial
480.93,127.75,0.48,28.0,19.02,22.6,11.8,5.75,Comercial
218.49,78.73,0.54,36.5,32.61,79.2,62.5,1.3,Industrial
516.74,52.8,0.21,52.6,31.57,79.4,66.6,3.62,Residencial
469.69,90.83,0.35,118.5,29.98,89.7,44.3,0.96,Residencial
374.04,70.46,0.92,168.7,38.42,40.2,39.3,4.26,Comercial
502.27,97.11,0.54,51.4,15.2,42.7,9.9,2.66,Industrial
341.67,55.14,0.59,60.2,19.45,13.6,5.6,4.43,Industrial
453.86,78.73,0.54,119.8,27.28,46.0,52.0,0.45,Residencial
761.0,80.92,0.59,104.0,22.5,66.6,69.1,4.23,Comercial
671.6,94.47,0.68,22.0,17.93,29.7,64.0,6.21,Industrial
421.82,100.42,0.63,113.6,13.42,84.6,70.1,0.86,Comercial
341.57,75.1,0.92,127.3,27.57,83.5,49.1,0.2,Residencial
409.16,74.9,0.29,171.1,36.22,21.6,8.5,3.33,Comercial
325.91,74.48,0.31,152.5,13.19,41.9,62.5,6.08,Comercial
383.59,93.83,0.82,189.9,19.44,24.7,13.4,3.66,Comercial
259.83,92.58,0.31,81.3,37.94,66.6,64.2,6.16,Comercial
452.26,71.93,0.29,138.3,32.95,35.4,55.7,1.18,Comercial
479.75,77.46,0.59,46.9,36.32,19.7,46.8,3.87,Comercial
237.44,99.39,0.41,48.1,39.72,45.0,37.1,2.63,Residencial
446.44,69.86,0.71,114.0,33.6,80.8,7.2,3.18,Residencial
425.06,61.59,0.75,61.1,31.28,19.2,15.1,1.47,Comercial
445.69,90.69,0.48,169.5,14.82,30.8,48.3,3.09,Comercial
476.08,66.4,0.43,134.3,16.63,65.0,17.2,3.13,Residencial
483.2,84.16,0.61,70.0,34.43,24.7,10.3,2.37,Industrial
581.52,79.31,0.88,191.9,11.53,24.3,15.0,5.74,Industrial
623.07,45.4,0.64,22.5,22.13,12.4,79.4,6.28,Comercial
560.62,84.39,0.79,42.9,36.07,72.2,35.9,6.09,Residencial
407.98,101.56,0.62,180.2,10.5,21.4,42.8,6.71,Comercial
354.72,52.49,0.25,60.4,17.15,11.5,76.1,5.73,Residencial
467.17,58.75,0.64,165.0,13.78,13.8,44.4,5.48,Industrial
490.45,67.4,0.65,197.3,39.88,81.3,18.4,1.73,Residencial
399.82,65.44,0.85,99.2,28.35,28.5,75.0,2.95,Industrial
660.08,64.97,0.29,92.8,19.48,21.3,62.1,4.78,Industrial
410.12,73.9,0.75,72.2,27.4,40.7,28.4,4.46,Industrial
524.89,103.99,0.88,58.8,31.67,79.7,76.3,6.8,Comercial
462.73,84.28,0.83,59.4,30.54,73.7,46.8,1.41,Industrial
396.18,61.23,0.65,100.5,36.37,30.8,6.7,5.62,Comercial
301.76,86.28,0.63,185.0,29.99,65.2,60.2,0.76,Residencial
349.0,91.71,0.53,83.1,34.54,50.9,79.9,1.06,Industrial
601.6,77.14,0.45,143.5,12.12,32.7,14.9,3.81,Comercial
186.89,84.06,0.43,153.7,20.17,77.9,20.7,6.6,Comercial
451.69,77.59,0.4,47.1,29.23,34.5,50.5,2.49,Residencial
444.38,89.88,0.3,118.5,31.07,21.3,23.4,3.03,Residencial
149.28,62.29,0.21,191.6,19.61,67.5,78.6,2.66,Comercial
283.5,51.98,0.25,56.0,32.28,76.7,33.5,3.78,Comercial
531.83,77.74,0.46,20.7,31.29,16.9,70.9,3.92,Industrial
445.51,77.97,0.56,125.6,28.66,50.6,60.8,2.54,Industrial
561.78,57.73,0.78,111.8,20.35,17.8,23.3,6.27,Industrial
332.62,69.57,0.52,144.1,14.64,68.5,34.3,4.3,Industrial
493.69,82.18,0.34,175.9,38.83,53.0,19.8,6.88,Industrial
391.02,113.36,0.32,76.6,33.71,23.8,71.7,5.91,Comercial
251.2,77.12,0.39,181.0,38.24,41.9,9.4,5.95,Comercial
194.92,97.53,0.77,134.3,26.24,64.8,14.8,0.92,Comercial
508.54,110.94,0.66,55.5,22.82,48.8,47.2,4.74,Comercial
240.35,105.84,0.59,66.2,25.76,75.8,52.9,6.4,Residencial
319.55,79.49,0.34,122.7,36.93,78.0,70.4,6.41,Industrial
439.69,107.44,0.64,82.6,34.4,37.4,28.3,4.27,Industrial
136.73,98.86,0.72,68.3,12.36,76.3,60.7,6.51,Industrial
204.8,104.04,0.85,54.7,30.12,60.5,39.6,3.22,Industrial
243.55,82.15,0.64,43.9,20.49,37.4,28.6,2.44,Comercial
408.77,106.47,0.24,128.7,13.22,14.5,34.9,2.83,Comercial
614.16,90.36,0.66,179.7,30.18,87.9,62.6,2.57,Industrial
475.22,100.28,0.58,118.7,11.93,22.3,55.1,4.33,Industrial
462.47,70.95,0.3,65.2,29.35,19.4,15.9,2.41,Residencial
486.0,64.77,0.6,42.2,20.64,40.8,16.1,2.51,Industrial
721.91,114.26,0.45,75.2,23.8,66.5,12.7,2.64,Comercial
237.25,74.65,0.54,80.0,21.16,40.8,76.8,6.44,Comercial
515.67,91.72,0.48,98.0,27.06,44.8,75.1,1.26,Comercial
429.59,122.98,0.32,67.4,31.71,78.7,20.2,6.42,Industrial
562.1,92.4,0.84,20.1,29.05,20.2,14.1,2.68,Comercial
537.85,102.35,0.29,120.2,27.15,22.1,35.8,5.51,Industrial
576.92,103.38,0.87,120.4,19.48,11.8,74.4,0.51,Industrial
441.13,85.49,0.26,164.3,16.19,18.2,70.0,4.35,Industrial
417.93,109.56,0.84,194.7,24.94,69.4,77.5,2.92,Industrial
417.58,99.18,0.83,196.9,39.35,88.7,61.4,1.31,Residencial
543.93,102.74,0.49,186.1,29.72,47.1,49.3,1.12,Comercial
319.86,100.69,0.4,94.4,25.31,70.6,13.8,1.5,Industrial
454.72,69.32,0.74,87.1,38.47,87.6,29.5,6.05,Industrial
370.29,100.63,0.32,62.0,26.24,80.8,37.1,3.49,Industrial
421.99,52.71,0.64,50.9,38.38,63.3,32.1,4.93,Industrial
411.44,106.91,0.44,76.4,32.88,47.0,10.4,6.63,Industrial
511.22,91.97,0.36,169.1,28.01,39.3,77.0,6.32,Residencial
373.99,58.46,0.86,142.6,38.27,43.9,31.3,1.42,Industrial
375.35,87.93,0.39,49.5,33.82,26.2,48.7,4.18,Industrial
514.15,79.16,0.34,71.8,18.93,51.9,15.4,2.36,Industrial
219.13,104.91,0.64,105.8,13.03,64.5,25.1,4.78,Residencial
485.68,95.04,0.69,188.2,14.62,71.4,75.4,3.59,Comercial
477.13,73.14,0.62,190.2,15.78,61.4,50.6,2.61,Comercial
587.75,92.77,0.69,188.3,28.97,44.2,52.3,1.39,Industrial
434.59,69.78,0.6,91.6,37.16,34.4,37.4,0.46,Residencial
312.26,110.83,0.47,89.8,35.09,39.6,30.0,1.15,Comercial
687.2,74.68,0.28,190.8,12.26,79.8,18.7,5.8,Industrial
570.74,105.9,0.39,123.0,39.33,44.0,16.8,5.31,Residencial
507.88,60.03,0.45,186.8,16.3,85.3,78.3,0.75,Industrial
415.81,35.94,0.51,167.8,15.26,62.5,58.2,6.95,Industrial
563.13,78.02,0.64,166.0,20.76,46.2,9.0,5.22,Comercial
286.64,101.05,0.21,115.0,11.37,83.5,60.0,3.0,Comercial
377.82,74.23,0.21,121.4,17.87,66.5,35.9,4.97,Comercial
389.91,77.71,0.28,194.2,37.61,32.5,21.2,1.29,Industrial
351.76,63.24,0.35,173.7,29.22,65.4,15.1,2.25,Industrial
654.27,75.61,0.41,93.5,25.68,29.6,45.8,1.1,Comercial
372.54,69.82,0.26,196.0,32.77,44.6,18.9,0.43,Comercial
306.46,81.67,0.83,146.8,21.54,21.7,75.5,3.53,Comercial
611.21,118.12,0.89,54.8,24.42,61.4,30.8,1.69,Comercial
475.75,75.3,0.25,152.5,18.38,33.1,13.8,4.57,Residencial
306.96,58.7,0.48,56.1,17.39,65.1,67.0,2.6,Comercial
371.39,45.93,0.41,82.7,16.89,23.4,36.2,3.64,Comercial
554.46,113.91,0.4,111.8,38.7,47.4,54.6,5.58,Industrial
413.72,110.83,0.5,130.6,23.23,29.0,5.9,0.79,Comercial
382.33,92.85,0.44,24.3,37.63,23.9,48.2,2.66,Industrial
399.75,111.98,0.57,125.8,24.13,28.2,74.8,4.77,Residencial
730.77,58.07,0.83,172.4,33.33,79.0,29.7,0.45,Industrial
680.6,67.25,0.25,24.6,15.16,13.9,65.6,6.93,Comercial
422.26,95.15,0.34,123.1,24.95,29.6,16.6,4.92,Comercial
391.72,111.25,0.82,87.6,16.84,79.0,68.5,5.53,Residencial
358.37,130.06,0.9,155.4,11.87,81.5,74.4,3.58,Comercial
183.98,77.94,0.39,155.0,21.66,72.6,64.2,1.95,Comercial
268.35,116.19,0.34,60.3,14.26,29.6,42.4,1.25,Industrial
344.86,89.54,0.38,85.0,22.71,49.7,65.7,4.78,Industrial
367.35,92.98,0.65,134.0,39.75,16.6,35.5,6.61,Residencial
336.1,94.23,0.24,182.2,38.69,60.9,64.9,2.87,Residencial
216.97,77.47,0.64,94.3,23.24,53.0,24.1,3.6,Comercial
709.33,67.25,0.75,84.2,19.18,45.3,72.8,4.7,Comercial
651.99,89.61,0.87,181.7,23.51,46.9,65.9,5.26,Industrial
154.07,107.11,0.65,196.1,16.7,38.3,15.4,6.81,Industrial
685.67,67.44,0.72,158.3,20.4,36.8,39.6,0.31,Comercial
332.47,115.46,0.8,103.0,39.38,32.1,9.7,1.89,Industrial
573.57,107.33,0.45,59.5,20.41,25.7,28.5,4.47,Residencial
657.74,92.36,0.68,78.0,29.96,84.1,58.5,4.35,Comercial
366.96,91.48,0.56,168.1,16.37,21.7,14.2,2.84,Industrial
529.09,102.38,0.55,128.6,38.59,46.2,62.1,4.35,Industrial
702.48,87.8,0.57,144.6,23.79,30.6,76.8,2.3,Industrial
404.87,75.44,0.76,122.2,19.71,83.0,21.5,2.42,Industrial
455.25,52.85,0.76,125.8,33.94,38.0,13.0,4.96,Industrial
20.92,126.32,0.64,195.3,15.14,13.3,8.0,2.85,Comercial
395.46,53.96,0.8,184.2,15.68,54.1,20.0,4.95,Industrial
413.86,88.27,0.39,168.3,20.37,32.7,58.3,0.56,Comercial
447.91,121.35,0.27,185.1,13.53,60.7,5.6,5.12,Comercial
316.66,80.67,0.5,48.5,30.29,17.0,16.0,5.37,Comercial
391.25,99.16,0.64,142.7,25.83,41.1,33.7,3.67,Residencial
472.72,107.1,0.9,53.8,36.37,78.1,38.4,0.29,Industrial
452.13,111.0,0.56,161.4,33.56,38.8,21.0,4.33,Comercial
646.03,27.09,0.3,32.7,13.17,16.0,59.3,5.43,Industrial
108.52,54.73,0.76,88.5,11.94,65.8,21.3,6.0,Industrial
248.13,91.22,0.49,52.7,36.76,42.0,9.9,3.37,Industrial
376.37,99.88,0.64,177.6,34.7,12.0,59.8,3.8,Residencial
693.27,85.14,0.26,49.5,35.41,31.4,28.1,5.29,Comercial
507.04,62.33,0.38,99.7,26.25,43.0,43.9,2.05,Industrial
497.12,86.67,0.86,62.9,25.53,48.9,15.7,2.31,Comercial
252.82,114.82,0.59,99.0,38.16,22.2,20.3,1.64,Residencial
485.45,97.12,0.59,178.0,35.83,31.6,74.6,3.53,Comercial
561.83,107.31,0.36,161.1,38.1,14.1,59.0,5.36,Industrial
456.87,106.17,0.44,56.4,14.61,32.3,16.6,6.67,Comercial
407.23,87.86,0.88,156.3,28.77,35.4,35.4,5.82,Industrial
188.12,77.0,0.41,139.4,30.59,42.7,26.1,5.4,Industrial
290.97,74.69,0.67,98.8,16.58,19.4,56.2,3.81,Residencial
768.99,83.03,0.69,104.7,27.0,89.8,49.4,2.69,Residencial
634.16,102.96,0.55,114.7,22.07,89.6,78.9,4.61,Residencial
192.1,71.7,0.9,36.5,25.24,32.0,56.0,6.45,Comercial
406.9,107.91,0.27,44.3,17.88,14.7,21.0,1.22,Industrial
293.04,139.93,0.66,35.9,20.61,44.7,78.1,0.6,Comercial
362.0,86.27,0.48,69.5,23.46,34.0,64.8,1.2,Industrial
287.44,74.86,0.4,25.5,21.02,79.7,61.2,2.87,Comercial
588.85,77.36,0.45,40.7,17.72,83.1,69.1,5.3,Comercial
450.24,107.69,0.2,162.1,20.82,85.3,7.0,5.23,Residencial
558.51,96.04,0.38,151.5,34.94,49.1,75.9,1.16,Residencial
477.72,120.61,0.21,106.3,25.54,29.1,50.0,4.74,Industrial
350.52,75.61,0.73,74.9,33.81,43.0,49.1,4.74,Comercial
362.23,102.18,0.42,199.2,29.94,75.8,41.6,4.25,Comercial
339.32,76.74,0.52,137.3,15.29,82.5,74.3,4.16,Comercial
338.43,74.51,0.47,51.4,37.15,57.4,60.8,0.81,Comercial
339.72,58.28,0.39,86.9,39.52,21.6,49.5,3.5,Comercial
558.62,95.14,0.51,39.4,26.76,58.9,44.3,2.82,Residencial
322.7,98.8,0.81,27.3,31.76,59.8,10.3,1.81,Comercial
397.37,92.78,0.6,62.7,20.3,29.6,35.0,6.58,Comercial
559.83,132.19,0.63,69.1,20.93,72.6,31.3,4.65,Industrial
445.13,103.97,0.51,122.3,10.71,89.2,12.7,6.34,Industrial
132.01,92.06,0.43,134.3,37.0,55.6,18.2,4.98,Residencial
267.91,84.17,0.24,138.0,25.48,63.2,74.3,5.54,Industrial
472.81,90.23,0.73,185.3,24.16,62.0,12.8,3.87,Residencial
418.81,104.59,0.24,144.1,21.35,68.8,64.3,2.11,Residencial
372.36,103.49,0.51,140.4,10.84,53.0,28.8,6.26,Industrial
446.68,13.99,0.46,116.0,10.98,21.4,14.4,5.27,Comercial
499.27,40.33,0.75,79.8,16.18,31.2,38.5,2.2,Comercial
496.51,96.75,0.92,171.9,38.11,22.3,75.4,7.0,Residencial
239.69,115.83,0.81,145.8,18.68,46.8,38.9,5.77,Comercial
262.62,76.89,0.71,150.8,39.85,45.2,55.9,2.4,Industrial
571.63,91.92,0.39,158.8,27.0,29.8,44.7,4.97,Comercial
477.22,64.03,0.35,42.8,18.14,19.2,77.5,2.3,Industrial
486.27,72.52,0.88,82.2,16.81,48.2,68.0,1.18,Residencial
340.95,110.95,0.33,177.0,16.45,82.8,62.4,3.35,Residencial
431.64,89.77,0.26,152.7,33.02,77.4,25.4,2.1,Comercial
533.25,97.08,0.28,43.4,31.26,83.0,40.3,4.02,Comercial
339.95,73.78,0.63,153.5,32.54,15.3,75.8,4.16,Comercial
182.27,108.07,0.66,112.7,19.35,22.0,77.5,6.1,Comercial
532.63,84.25,0.93,89.9,16.89,33.6,45.2,0.6,Comercial
349.25,101.26,0.28,117.2,20.95,52.2,41.9,4.5,Industrial
324.64,86.61,0.36,45.6,34.95,72.1,77.2,4.12,Residencial
583.62,77.88,0.37,81.8,15.63,16.8,27.1,4.85,Comercial
342.29,104.03,0.9,166.3,34.6,82.2,71.8,0.91,Comercial
422.9,64.14,0.65,36.5,15.24,39.5,32.9,4.78,Industrial
679.88,113.38,0.66,138.0,29.98,43.2,10.2,2.09,Residencial
266.48,114.67,0.32,29.3,21.63,86.9,38.5,4.42,Comercial
546.76,74.62,0.93,85.5,19.1,48.1,21.0,1.19,Comercial
424.26,73.38,0.77,129.5,38.9,30.6,53.1,2.38,Industrial
374.49,68.83,0.68,127.9,13.98,28.9,51.9,1.37,Comercial
377.51,83.76,0.36,52.8,12.71,53.9,39.7,3.01,Industrial
161.03,95.99,0.41,144.7,33.38,17.6,35.3,5.45,Residencial
388.08,93.63,0.54,169.9,16.63,37.7,40.8,1.64,Comercial
72.47,72.94,0.59,144.9,23.19,35.3,76.2,5.24,Industrial
437.11,43.48,0.38,37.2,11.91,67.4,25.2,5.05,Comercial
411.84,101.46,0.32,107.0,19.33,81.6,60.8,5.38,Industrial
493.23,93.94,0.25,67.6,32.27,72.6,16.0,0.86,Comercial
396.75,113.12,0.52,60.6,14.42,43.1,59.5,3.16,Comercial
439.07,105.96,0.9,38.6,38.3,79.7,9.9,3.94,Comercial
561.41,66.95,0.28,71.1,16.43,77.4,29.0,2.35,Comercial
368.41,84.15,0.54,102.3,15.98,40.3,77.7,4.44,Comercial
266.75,85.45,0.72,180.3,35.64,54.8,56.3,3.83,Comercial
315.07,57.78,0.55,118.1,18.81,45.1,13.0,2.48,Comercial
471.96,88.87,0.59,21.1,18.43,31.1,43.6,6.57,Comercial
304.27,98.85,0.33,166.0,12.68,78.9,42.9,0.42,Comercial
316.87,109.05,0.67,133.4,15.93,52.9,9.9,6.12,Industrial
630.8,92.78,0.37,71.5,15.3,21.2,49.1,0.98,Industrial
279.52,58.17,0.41,70.6,35.43,74.1,6.4,1.78,Comercial
509.49,101.02,0.61,180.5,16.51,12.5,25.4,2.3,Industrial
434.97,103.92,0.51,119.1,37.08,49.2,26.9,1.3,Comercial
359.12,102.22,0.24,142.7,18.43,75.2,44.9,2.16,Industrial
735.03,56.9,0.87,85.4,32.52,39.6,79.6,1.76,Industrial
522.46,83.82,0.51,137.6,38.2,20.0,35.7,2.87,Comercial
434.72,94.71,0.64,65.0,28.0,43.5,44.1,3.67,Comercial
426.26,112.99,0.67,50.2,15.41,34.1,45.3,0.64,Comercial
633.0,68.64,0.71,114.9,25.03,71.6,17.6,1.08,Residencial
532.11,92.63,0.33,33.1,35.64,51.7,57.9,3.94,Comercial
416.07,141.31,0.65,152.9,37.54,52.3,27.5,4.27,Comercial
233.0,106.05,0.74,24.1,28.18,37.8,33.1,5.24,Comercial
323.91,95.02,0.58,179.9,10.37,48.2,31.1,5.76,Industrial
455.16,105.27,0.86,107.9,39.7,86.4,8.4,6.01,Comercial
517.85,96.63,0.29,43.8,25.12,27.2,34.8,1.12,Comercial
546.78,91.23,0.28,168.3,33.66,58.8,49.0,4.68,Industrial
288.1,74.58,0.76,148.3,36.98,64.8,43.5,6.8,Comercial
492.89,58.75,0.78,60.6,25.13,61.2,68.1,5.19,Comercial
237.56,110.6,0.26,84.5,35.56,86.9,32.4,6.07,Comercial
321.32,86.92,0.34,141.0,20.11,44.5,31.3,2.99,Industrial
528.07,75.64,0.35,155.0,36.37,34.0,44.9,6.61,Comercial
318.56,90.3,0.64,173.8,35.99,86.9,44.8,5.41,Comercial
603.06,90.99,0.58,34.2,37.19,42.5,23.4,2.35,Comercial
430.83,98.51,0.28,196.0,15.15,17.0,22.9,0.56,Industrial
256.65,101.01,0.59,56.0,12.43,60.4,16.3,5.03,Industrial
309.94,72.46,0.29,133.5,29.87,56.4,69.6,0.93,Industrial
402.21,70.34,0.89,180.2,33.78,53.7,6.9,1.12,Comercial
286.09,77.7,0.74,130.2,32.28,80.2,70.8,0.23,Comercial
541.76,69.95,0.54,72.7,37.75,14.9,48.4,4.92,Industrial
