solar_irradiance_wm2,wind_speed_ms,ambient_temp_c,humidity_pct,panel_temp_c,inverter_efficiency,load_demand_kw,grid_voltage_kv,battery_soc_pct,tariff_rate_usd_kwh,grid_stress_event
446.72,6.11,16.19,44.5,26.9,0.99,381.39,13.4,59.6,0.12,0
534.28,9.23,21.94,53.17,36.87,0.99,309.78,12.79,54.85,0.14,0
865.05,5.83,23.51,43.8,45.24,0.97,521.54,13.7,67.38,0.12,0
872.36,6.14,26.0,54.07,49.11,0.98,444.82,12.56,49.17,0.13,1
563.43,7.14,34.83,54.66,49.31,0.98,442.94,13.41,53.57,0.16,0
691.32,2.68,23.17,65.64,38.22,0.99,385.55,13.95,40.18,0.12,0
632.16,4.8,25.85,59.72,41.0,0.98,378.21,12.04,50.91,0.19,1
425.59,8.26,26.19,51.39,37.63,0.98,356.57,12.73,66.08,0.19,1
666.28,7.4,21.33,44.28,38.41,0.97,618.2,13.31,68.04,0.13,1
716.72,6.73,25.92,92.94,41.96,0.99,453.63,13.43,52.93,0.11,0
458.61,7.55,20.42,61.4,30.82,0.98,515.5,12.64,46.94,0.13,1
693.04,3.71,35.22,43.08,52.99,0.97,499.22,13.44,71.23,0.17,0
853.95,7.02,32.75,76.78,56.03,0.97,469.05,13.0,57.49,0.15,1
341.82,4.94,24.63,40.1,34.26,0.99,405.75,12.8,15.68,0.13,1
684.79,7.53,23.56,69.52,41.43,0.99,291.71,13.76,82.73,0.13,0
792.16,10.63,22.15,74.61,40.9,0.99,290.06,12.35,73.96,0.13,0
835.76,3.4,26.77,51.35,48.75,0.98,252.05,13.89,76.03,0.13,0
450.02,10.46,12.92,83.5,23.13,0.97,602.81,13.29,78.71,0.18,1
580.45,4.97,22.15,100.0,35.67,0.99,378.98,14.01,24.77,0.18,0
657.35,7.82,21.84,52.03,38.75,0.99,398.12,13.19,79.77,0.21,0
841.03,4.09,24.19,67.01,47.55,0.98,354.66,13.13,83.83,0.13,0
1004.56,5.7,24.4,50.0,48.67,0.98,431.81,14.01,69.77,0.09,0
691.34,3.65,19.69,52.13,38.11,0.98,340.45,12.59,67.96,0.13,1
881.67,9.67,27.32,61.04,48.02,0.98,321.61,12.57,57.26,0.13,1
618.82,11.65,33.49,69.52,47.84,0.98,315.01,12.63,33.78,0.18,1
587.04,5.13,26.31,53.44,41.93,0.98,436.61,12.93,71.06,0.1,1
845.61,5.68,25.3,55.97,44.25,0.97,582.23,12.64,44.33,0.18,1
945.19,9.56,25.21,65.33,51.04,0.98,481.44,13.49,47.88,0.13,1
989.39,4.53,26.12,79.6,48.49,0.98,337.52,13.18,71.23,0.12,0
521.31,3.28,17.34,66.73,31.26,0.99,394.49,12.64,51.12,0.13,1
469.8,8.28,19.35,44.36,30.95,0.99,459.77,12.41,51.29,0.12,1
951.68,6.56,24.28,64.48,47.79,0.97,579.85,12.78,61.22,0.16,0
268.14,9.78,27.92,42.29,34.44,0.98,523.25,12.39,54.16,0.11,1
612.34,6.53,26.6,72.21,41.23,0.98,319.11,13.41,52.74,0.13,0
538.71,2.19,24.47,59.31,36.28,0.98,520.26,13.86,52.88,0.15,0
903.89,11.42,6.76,54.93,28.93,0.99,474.0,12.89,56.17,0.13,0
675.26,5.62,26.6,51.75,42.23,0.97,571.81,13.39,77.27,0.15,1
747.18,8.1,26.04,67.25,44.04,0.98,477.95,13.89,59.91,0.16,0
682.7,6.65,31.54,63.58,49.89,0.97,408.18,12.62,61.25,0.17,1
604.19,3.34,33.12,64.7,48.09,0.98,408.97,13.92,72.85,0.16,0
755.68,1.98,18.66,63.55,36.49,0.99,504.53,13.2,57.3,0.16,1
481.34,9.56,23.99,57.97,35.46,0.99,420.63,13.0,67.53,0.12,1
462.59,7.98,18.71,56.74,28.91,0.98,510.17,13.05,54.79,0.12,1
572.49,11.16,18.8,66.77,31.02,0.99,468.95,13.75,67.98,0.14,0
615.08,6.95,28.77,61.85,43.35,0.98,268.89,14.33,50.68,0.19,0
518.8,6.97,24.79,77.52,39.33,0.99,166.24,13.94,72.35,0.18,0
670.12,5.52,29.4,46.72,46.96,0.98,385.95,13.18,64.61,0.18,1
1048.42,2.49,16.51,58.45,42.26,0.97,568.36,13.16,58.94,0.12,1
601.41,8.33,23.36,61.42,37.76,0.99,328.36,14.13,55.78,0.2,0
812.81,5.96,20.89,57.1,38.14,0.99,495.19,12.95,57.63,0.11,1
595.62,6.58,16.43,53.62,29.93,0.99,368.7,12.72,46.56,0.16,1
860.73,6.87,12.89,60.32,34.6,0.99,310.36,13.78,64.1,0.16,0
442.97,9.74,29.99,62.86,41.42,0.98,498.49,13.22,52.88,0.17,1
812.33,6.11,18.46,71.07,38.88,0.95,709.11,14.36,32.54,0.18,1
713.99,4.83,18.08,55.76,37.23,0.99,382.62,13.28,50.8,0.13,0
724.71,6.51,26.4,55.19,43.9,0.98,369.04,13.08,47.02,0.13,1
422.6,11.25,25.45,46.5,37.7,0.99,479.79,13.42,33.4,0.12,1
566.44,7.27,24.33,69.88,40.24,0.98,383.37,14.77,52.14,0.1,0
895.58,6.82,17.79,82.3,39.97,0.99,430.36,13.35,59.94,0.11,0
374.74,5.75,36.48,66.31,44.53,0.99,452.44,12.67,50.94,0.13,0
576.66,5.75,29.93,49.98,41.61,0.98,253.52,12.96,42.1,0.14,0
732.05,3.87,35.1,48.25,53.81,0.98,293.15,13.07,65.76,0.14,0
1004.05,5.14,15.17,45.78,41.65,0.97,524.66,12.66,61.57,0.12,0
867.56,6.9,22.53,61.35,45.64,0.98,406.23,12.68,91.94,0.09,0
896.87,3.44,18.05,36.55,39.88,0.98,494.14,12.17,70.59,0.12,1
565.93,6.02,17.05,96.83,29.92,0.99,387.53,12.29,45.44,0.14,1
684.43,3.52,26.88,54.64,43.47,0.99,209.7,12.96,56.82,0.17,0
515.91,4.33,27.47,72.2,40.75,0.96,645.67,12.24,54.5,0.18,1
594.32,5.39,26.51,77.7,44.01,0.99,457.46,11.71,30.2,0.15,1
669.76,6.49,36.91,47.42,55.46,0.97,437.62,12.67,48.31,0.17,1
513.2,6.22,32.2,69.05,43.96,0.98,452.84,11.95,25.96,0.14,1
886.84,9.93,18.15,48.86,41.01,0.98,342.08,13.29,53.04,0.07,0
657.46,9.63,26.54,68.06,42.2,0.99,437.76,12.72,56.57,0.1,1
583.56,5.96,26.56,43.55,44.18,0.98,265.1,13.51,40.01,0.15,0
490.57,6.02,28.84,30.8,40.41,0.98,457.02,13.67,53.44,0.12,0
875.51,4.6,29.12,55.49,50.62,0.98,488.15,12.86,49.86,0.16,1
766.78,10.59,34.21,64.76,52.94,0.97,238.88,13.39,75.2,0.18,0
596.08,9.44,30.61,68.0,45.02,0.98,449.89,12.73,71.02,0.16,1
431.31,4.03,32.83,62.9,43.13,0.98,465.27,12.86,67.08,0.11,1
791.32,6.27,26.22,52.45,45.22,0.98,443.81,12.43,76.92,0.17,1
619.12,9.86,14.19,71.71,27.92,0.99,412.19,13.61,22.93,0.15,0
819.32,5.55,29.81,43.04,49.17,0.98,385.37,12.59,62.95,0.14,1
650.74,5.37,18.99,47.19,37.43,0.99,437.74,13.04,42.24,0.16,1
902.94,8.99,20.17,53.24,42.08,0.98,188.68,13.97,62.35,0.12,0
638.22,5.04,21.2,55.42,36.83,0.99,472.12,13.37,56.39,0.11,1
933.32,11.96,22.08,63.56,46.03,0.98,442.62,12.81,25.25,0.1,1
792.14,7.41,25.92,69.16,44.42,0.97,567.29,13.49,74.07,0.13,1
405.98,5.41,30.6,60.96,41.12,0.97,586.85,11.8,59.6,0.14,1
594.99,0.0,29.81,67.59,45.56,0.98,294.18,13.32,54.56,0.16,0
928.32,8.55,28.68,48.72,51.74,0.98,405.38,13.8,42.03,0.14,0
698.37,3.14,23.68,57.66,42.07,0.98,515.13,12.02,38.79,0.1,1
553.94,7.43,32.59,62.66,44.37,0.98,347.16,13.4,31.62,0.16,0
665.05,7.39,23.17,52.44,39.13,0.98,441.74,13.17,58.17,0.19,1
856.06,7.89,27.15,77.48,48.19,0.98,452.41,13.34,61.99,0.13,1
716.99,2.68,15.2,59.18,32.88,0.99,464.98,13.78,24.84,0.11,0
614.95,4.81,14.77,57.44,30.02,0.99,279.4,13.66,92.78,0.14,0
344.86,7.83,22.83,85.47,33.24,0.98,384.01,12.61,20.5,0.17,1
951.62,8.02,27.81,57.72,51.78,0.97,394.43,13.37,50.56,0.15,0
482.62,10.28,27.99,57.65,39.62,0.97,569.41,12.67,71.93,0.13,1
840.19,4.72,4.68,31.21,25.4,0.99,500.93,12.77,40.53,0.16,1
370.67,3.1,29.4,55.74,40.23,0.98,320.84,13.05,53.28,0.15,0
549.94,2.52,18.7,46.26,32.65,0.98,525.82,13.33,45.59,0.14,1
493.53,6.8,32.68,58.18,45.19,0.98,362.17,14.09,53.74,0.14,0
803.57,9.22,31.21,68.69,49.74,0.97,349.55,13.35,77.16,0.15,1
545.45,5.26,18.46,23.58,32.13,0.99,429.8,13.38,30.22,0.14,1
751.77,5.02,27.89,41.26,48.23,0.95,637.65,13.02,59.3,0.14,1
963.41,8.59,26.2,67.93,50.36,0.98,357.3,13.62,36.93,0.16,0
672.14,6.63,12.71,50.44,28.92,0.99,445.18,12.42,25.0,0.15,1
489.72,5.85,22.14,45.08,35.74,0.98,521.51,12.88,52.71,0.15,1
593.03,5.27,17.02,82.81,30.65,0.99,455.27,14.59,28.24,0.09,0
468.52,6.76,23.59,39.57,35.56,0.99,242.06,12.7,63.14,0.19,0
800.84,5.76,26.78,63.37,45.92,0.98,314.03,12.95,54.34,0.14,0
775.34,7.81,23.6,40.72,42.46,0.98,402.87,13.08,74.83,0.11,0
704.52,4.55,30.47,57.98,48.07,0.98,259.04,14.14,66.08,0.19,0
459.06,7.12,28.66,49.69,41.73,0.98,412.48,13.67,46.43,0.15,0
254.3,4.52,27.51,63.97,34.16,0.99,450.35,13.7,35.62,0.11,1
585.66,3.34,20.01,69.15,34.66,0.99,330.23,13.42,77.66,0.16,0
590.72,8.43,20.58,51.53,37.29,0.99,338.69,12.25,61.47,0.11,1
473.68,6.19,23.41,82.45,34.43,0.99,451.5,12.64,66.16,0.1,1
488.32,4.84,11.08,69.48,23.63,0.99,472.15,13.45,61.37,0.17,0
581.74,3.66,32.29,70.95,45.04,0.97,600.05,12.76,64.06,0.12,1
791.16,5.47,12.65,54.15,32.23,0.99,451.55,13.51,60.6,0.12,0
273.4,9.48,30.89,71.09,38.29,0.98,552.91,12.84,64.29,0.15,1
560.16,7.09,17.51,34.91,31.4,0.99,475.0,12.92,82.04,0.13,1
811.64,9.13,15.16,45.57,35.24,0.99,297.48,13.21,25.68,0.06,0
257.53,8.08,26.68,68.28,33.76,0.99,204.23,14.41,47.22,0.13,0
620.95,9.56,29.28,60.94,46.5,0.98,405.44,13.57,70.17,0.18,0
655.63,6.95,23.61,54.26,39.52,0.99,484.46,12.47,29.94,0.16,1
668.58,8.52,23.78,95.02,39.66,0.99,366.14,12.86,39.96,0.09,1
977.08,2.24,16.68,39.35,41.84,0.96,590.06,13.11,60.76,0.15,1
644.96,7.32,24.62,70.83,41.5,0.97,566.75,13.41,78.85,0.15,1
525.73,1.5,19.14,67.74,31.39,0.99,387.48,13.07,62.07,0.16,0
569.0,8.79,23.1,48.33,38.12,0.97,560.76,12.57,63.2,0.09,1
657.2,13.24,23.78,63.22,40.83,0.99,498.6,12.91,64.26,0.1,1
484.68,5.89,29.68,53.54,41.96,0.98,450.44,13.13,50.52,0.14,1
371.88,10.18,30.51,25.64,38.69,0.99,445.25,13.15,46.18,0.16,1
504.57,8.71,28.3,42.44,40.38,0.97,559.36,13.68,34.48,0.15,1
598.5,5.95,24.24,73.39,38.96,0.98,568.91,12.77,33.46,0.18,1
947.6,5.32,13.54,62.04,36.66,0.99,476.79,12.75,51.03,0.16,1
534.96,7.87,32.2,67.49,44.48,0.98,441.56,11.14,57.95,0.19,1
540.93,6.92,20.03,58.83,34.65,0.99,448.01,13.68,69.87,0.13,0
401.35,6.92,18.95,66.74,29.61,0.99,507.85,13.27,79.24,0.13,0
891.21,6.18,21.05,55.28,44.67,0.98,469.38,13.13,60.47,0.12,1
716.24,5.64,18.99,44.72,36.64,0.99,466.84,13.8,31.83,0.13,1
794.99,4.23,24.6,72.05,45.31,0.98,310.25,12.18,67.77,0.14,1
734.58,2.66,20.65,45.03,38.45,0.99,244.49,12.87,0.0,0.15,1
521.81,6.26,30.98,58.87,43.97,0.98,481.94,13.5,34.55,0.13,1
687.38,7.31,15.59,54.63,32.91,0.99,422.67,14.25,58.69,0.14,0
472.08,2.95,20.12,88.97,30.91,0.98,525.31,13.36,73.34,0.14,1
735.23,4.64,8.27,50.33,28.48,0.99,395.13,13.16,32.36,0.12,1
865.64,2.51,24.72,60.11,47.09,0.98,479.94,13.21,65.62,0.2,1
1100.0,8.45,33.79,71.15,57.6,0.97,523.4,12.66,72.45,0.11,1
490.63,9.17,20.27,65.02,31.84,0.99,466.25,13.62,44.46,0.12,0
872.28,5.14,20.78,77.03,43.12,0.98,519.39,14.18,67.91,0.17,0
808.15,6.22,20.76,65.93,39.89,0.99,341.85,13.46,66.42,0.12,0
440.54,7.3,29.47,72.81,40.96,0.98,345.95,13.64,44.82,0.12,0
693.99,5.88,29.99,87.28,47.83,0.98,270.86,13.61,51.44,0.2,0
895.35,7.85,13.84,42.73,37.83,0.99,497.59,13.84,68.03,0.1,0
536.89,10.98,25.99,68.97,39.68,0.97,576.66,13.54,55.49,0.11,1
729.48,9.01,33.98,78.1,52.02,0.96,564.71,13.58,79.46,0.14,0
621.5,8.52,19.18,30.12,34.83,0.98,526.41,13.43,66.41,0.15,1
713.58,11.1,20.6,82.41,36.19,0.99,316.17,13.67,73.45,0.13,0
518.95,3.33,17.28,75.16,30.06,0.99,50.0,13.44,40.84,0.11,0
666.53,7.37,20.1,34.07,39.72,0.99,235.68,13.76,56.76,0.14,0
736.59,2.37,14.28,76.11,33.19,0.98,497.18,13.24,35.78,0.14,1
552.92,10.86,26.0,57.32,40.54,0.98,333.79,13.64,52.71,0.21,0
501.45,8.34,19.57,73.55,30.6,0.98,560.12,12.91,32.6,0.16,1
638.35,6.31,24.83,71.18,41.07,0.98,452.22,12.59,50.25,0.13,1
559.8,5.36,20.81,45.98,34.01,0.97,613.71,13.3,64.41,0.12,1
656.57,5.09,20.2,62.87,35.36,0.99,409.73,12.54,52.07,0.15,0
513.98,5.81,35.26,64.06,47.38,0.98,327.2,12.96,12.74,0.15,1
811.35,2.56,19.22,47.75,39.74,0.98,521.16,13.33,77.25,0.13,0
698.84,5.25,21.27,74.62,40.14,0.98,566.35,13.62,13.35,0.1,1
396.31,5.2,21.2,43.86,32.31,0.99,443.27,12.38,53.26,0.15,1
912.18,4.36,26.87,77.16,49.02,0.98,486.54,12.53,50.65,0.14,1
500.2,5.15,18.54,88.36,29.17,0.98,372.22,13.18,52.18,0.15,0
589.17,5.84,29.98,59.52,41.2,0.95,681.58,12.53,46.74,0.13,1
857.14,7.08,29.19,58.92,51.49,0.98,418.42,12.54,78.95,0.14,1
507.12,8.54,25.96,56.11,37.5,0.99,338.71,13.19,41.21,0.09,0
1021.1,5.51,18.79,56.6,45.26,0.98,337.46,13.83,46.14,0.16,0
231.24,1.56,19.7,47.4,26.52,0.97,599.11,13.01,41.18,0.16,1
130.04,5.96,7.82,61.7,11.7,0.96,664.04,13.18,68.19,0.11,1
690.26,4.53,16.74,50.07,35.87,0.99,455.03,12.86,41.09,0.22,1
391.6,6.47,32.23,60.1,41.42,0.98,435.32,12.88,68.95,0.17,1
664.6,2.82,25.66,47.07,42.35,0.98,338.46,12.92,51.14,0.08,0
498.33,4.42,34.43,62.6,46.89,0.97,533.93,12.69,79.91,0.11,1
595.84,4.34,25.78,52.15,41.83,0.98,541.46,13.16,66.39,0.17,1
702.07,7.25,22.08,47.38,39.37,0.94,712.69,12.73,36.12,0.18,1
667.95,4.44,23.33,47.21,38.89,0.99,336.83,13.31,62.11,0.16,0
604.35,4.41,24.24,68.33,40.58,0.98,315.24,13.56,36.12,0.14,0
564.53,5.62,13.29,39.36,28.55,0.97,585.19,14.0,20.14,0.13,1
611.67,7.12,25.15,67.2,37.89,0.99,504.37,12.5,64.98,0.13,1
526.75,4.5,29.42,60.77,42.54,0.97,527.88,12.32,56.94,0.12,1
862.3,2.58,28.02,73.31,49.73,0.98,402.74,12.81,54.6,0.09,1
458.45,3.99,18.16,65.72,27.71,0.99,188.79,12.68,88.4,0.14,0
699.5,6.3,24.59,44.8,42.44,0.97,549.98,12.43,40.5,0.17,1
709.77,7.05,23.4,64.9,41.08,0.98,419.47,13.47,71.81,0.13,0
330.2,9.98,29.18,59.65,37.42,0.99,321.16,11.93,49.34,0.13,1
707.42,3.3,21.92,53.09,37.06,0.98,381.07,11.73,78.91,0.11,1
854.12,4.4,27.38,42.19,49.25,0.98,417.7,13.78,53.44,0.14,0
610.45,8.46,12.03,83.88,25.76,0.97,578.38,13.0,53.14,0.16,1
771.4,4.35,20.59,74.7,39.82,0.98,455.89,13.2,70.1,0.16,0
638.03,7.26,30.24,51.71,45.81,0.98,366.38,13.5,16.61,0.12,1
679.03,8.14,18.58,66.0,35.64,0.97,578.67,13.69,44.3,0.07,1
803.86,5.91,31.51,63.91,52.77,0.97,260.81,12.73,69.94,0.15,1
620.02,8.05,20.8,52.35,36.97,0.98,215.76,13.17,68.33,0.12,0
751.81,10.52,5.56,54.52,25.61,0.98,529.62,11.91,32.14,0.13,1
370.63,8.16,28.14,49.58,38.71,0.98,489.29,12.69,75.99,0.14,1
668.06,8.04,17.51,48.32,31.61,0.99,377.72,13.22,39.52,0.1,0
330.96,9.84,26.26,51.35,34.17,0.99,468.22,13.81,47.97,0.15,0
575.15,9.67,31.36,71.17,47.56,0.98,448.72,13.66,60.36,0.18,0
527.0,10.27,25.64,41.79,39.45,0.98,263.06,14.2,50.19,0.17,0
724.54,5.18,23.57,75.5,41.53,0.99,330.09,12.81,57.76,0.18,0
573.92,5.84,26.41,68.34,40.17,0.97,570.07,14.55,44.89,0.14,0
984.72,4.86,19.5,95.47,41.53,0.99,411.97,12.56,31.89,0.17,1
579.22,5.61,34.69,69.23,50.31,0.98,397.63,12.56,73.97,0.11,1
459.09,3.21,38.32,56.02,49.12,0.98,400.64,13.41,62.04,0.13,0
274.65,3.74,31.5,51.08,38.72,0.95,678.68,12.17,81.88,0.16,1
645.45,5.96,17.14,43.97,33.1,0.98,400.15,13.79,34.75,0.19,0
589.67,2.31,25.8,53.62,39.03,0.99,270.01,12.68,64.6,0.18,0
788.56,4.82,16.07,74.46,34.44,0.98,552.72,14.01,18.36,0.11,1
807.23,3.51,17.47,57.01,38.04,0.99,426.36,13.6,79.61,0.13,1
788.47,8.65,22.32,63.26,44.28,0.96,593.51,13.24,64.32,0.17,1
484.18,9.11,25.27,56.1,34.49,0.97,588.11,12.42,44.7,0.15,1
426.23,7.62,23.02,22.32,33.19,0.99,470.46,12.95,24.94,0.2,1
573.77,8.19,26.83,97.07,39.01,0.99,355.23,13.21,72.82,0.16,0
486.23,9.89,28.44,44.03,40.75,0.98,534.19,12.65,63.03,0.12,1
674.12,8.45,27.11,78.62,42.28,0.98,310.82,13.78,59.16,0.14,0
596.01,7.68,25.57,69.4,40.44,0.99,420.53,13.21,55.03,0.13,0
778.5,2.62,23.71,55.16,45.23,0.98,427.69,13.15,39.64,0.15,1
555.29,2.2,35.68,37.71,51.21,0.97,400.98,12.97,40.13,0.17,1
316.48,6.41,26.43,31.25,33.66,0.99,477.71,12.63,51.52,0.12,1
773.31,8.89,29.62,79.0,47.92,0.97,553.34,13.27,29.35,0.18,1
1100.0,6.86,19.14,55.6,47.58,0.98,198.18,13.25,65.33,0.16,0
764.9,6.98,17.51,43.95,36.95,0.99,351.1,12.68,75.06,0.11,0
369.52,3.42,27.25,39.13,35.36,0.98,566.16,13.61,41.21,0.12,1
382.17,4.81,25.98,59.0,34.35,0.99,483.87,13.32,39.37,0.11,1
938.41,10.02,31.34,55.12,54.06,0.97,233.32,12.83,74.57,0.12,0
625.3,5.59,21.25,47.99,33.72,0.99,378.54,12.99,45.64,0.14,1
647.99,5.74,19.76,81.67,34.86,0.98,547.8,13.0,47.96,0.17,1
546.51,4.26,28.92,73.1,42.97,0.98,507.27,12.65,51.58,0.13,1
828.6,10.54,31.93,47.64,52.66,0.95,661.37,12.86,62.53,0.13,0
687.84,4.16,14.49,71.49,31.19,0.99,396.51,13.07,76.42,0.14,0
433.06,8.35,33.61,69.41,44.37,0.98,253.78,12.46,62.15,0.12,0
559.49,2.86,12.57,83.98,26.87,0.98,543.01,13.18,47.42,0.18,1
597.79,1.58,32.15,66.29,46.32,0.98,492.35,13.59,66.11,0.1,0
564.43,6.83,13.92,74.78,28.21,0.98,518.77,12.14,36.19,0.18,1
783.64,5.31,21.64,83.59,41.98,0.98,327.3,13.46,35.0,0.12,0
492.91,9.2,22.07,69.64,33.66,0.99,292.04,14.62,78.17,0.13,0
572.6,8.1,24.99,57.46,40.75,0.97,578.29,12.94,49.52,0.16,1
945.66,9.53,17.01,36.37,40.66,0.98,401.93,13.09,50.88,0.16,1
963.1,6.28,11.4,80.83,34.27,0.99,214.8,13.0,82.55,0.16,0
992.21,6.13,18.4,36.76,41.97,0.97,583.24,12.06,40.71,0.21,1
725.31,6.1,29.54,71.73,47.11,0.98,399.21,13.31,70.43,0.17,0
801.11,12.11,24.09,67.83,44.3,0.98,488.15,13.27,40.57,0.14,1
506.4,5.33,24.67,71.99,35.07,0.98,375.94,13.36,60.35,0.12,0
523.97,9.6,21.58,76.62,33.42,0.99,302.88,12.44,86.3,0.17,0
382.04,2.05,24.32,38.3,33.7,0.99,338.16,13.03,30.82,0.18,1
739.58,1.18,28.58,58.7,47.76,0.98,455.98,14.07,71.02,0.14,0
779.28,6.36,34.6,60.73,54.71,0.97,548.34,13.11,45.47,0.15,1
757.53,4.25,22.32,86.14,42.85,0.98,352.92,13.36,53.65,0.13,0
591.22,0.97,22.23,32.92,37.59,0.98,266.72,12.14,75.86,0.1,1
581.95,11.18,21.43,44.36,36.1,0.98,426.44,12.07,48.72,0.14,1
821.73,9.52,30.98,57.99,49.98,0.98,297.01,12.89,82.64,0.14,0
468.8,9.25,28.88,61.72,40.15,0.98,515.24,12.84,89.92,0.15,1
687.44,6.99,18.05,84.96,33.54,0.99,358.33,13.03,58.86,0.18,0
871.93,8.61,28.81,42.72,48.94,0.98,473.06,13.11,56.37,0.15,1
746.66,4.54,22.35,40.69,39.8,0.98,284.0,13.27,68.01,0.14,0
724.18,7.26,20.35,55.15,39.49,0.99,349.97,11.0,51.48,0.13,1
743.21,7.36,23.68,61.52,43.31,0.96,590.41,14.16,71.46,0.15,0
736.26,10.04,25.85,34.06,43.99,0.98,508.09,12.75,52.16,0.12,1
626.57,8.25,20.22,52.72,36.33,0.99,479.7,13.57,92.19,0.15,0
348.56,4.64,18.91,67.27,27.29,0.98,540.03,13.32,71.83,0.1,1
314.67,4.48,35.67,79.46,43.21,0.98,386.62,14.11,39.04,0.12,0
699.48,10.69,25.06,35.02,42.23,0.97,547.34,12.48,66.38,0.12,1
608.28,4.44,26.69,87.43,39.93,0.98,156.12,12.3,70.94,0.17,0
977.58,4.18,26.82,54.21,49.73,0.98,346.17,13.1,61.91,0.17,0
676.69,7.19,24.1,48.24,43.53,0.94,696.76,13.38,74.07,0.14,1
1040.0,2.49,19.43,71.49,45.95,0.96,600.23,13.95,69.07,0.13,0
501.36,2.83,31.03,82.98,44.3,0.98,385.85,12.59,44.16,0.18,1
911.78,8.35,31.85,48.52,52.7,0.97,366.47,12.87,30.7,0.16,1
742.88,7.94,29.51,65.92,47.46,0.97,567.69,14.13,49.9,0.15,0
897.62,7.64,18.94,43.74,39.72,0.99,370.71,12.8,88.06,0.13,0
501.44,12.41,27.74,23.73,40.02,0.98,388.23,13.24,32.63,0.13,1
512.99,8.48,27.7,75.53,41.53,0.98,512.1,12.32,46.67,0.13,1
558.01,9.36,26.37,67.23,40.97,0.99,420.29,13.45,55.76,0.15,0
926.19,3.72,16.86,69.83,38.85,0.98,549.04,12.53,33.04,0.12,1
745.77,5.77,30.02,53.72,46.62,0.98,402.23,13.89,60.3,0.14,0
881.8,4.06,31.4,56.84,54.25,0.97,286.88,13.1,12.4,0.13,1
459.06,7.22,22.81,34.81,33.37,0.99,339.94,13.37,62.62,0.13,0
954.44,7.6,26.87,74.61,51.11,0.97,50.0,13.47,69.86,0.14,0
881.23,5.4,23.12,67.32,43.71,0.98,167.51,12.85,54.7,0.13,0
543.56,6.43,28.35,55.35,42.42,0.98,413.43,13.33,47.62,0.11,0
521.49,8.22,19.64,63.87,32.6,0.99,384.81,11.71,49.04,0.12,1
643.56,7.35,26.19,70.56,42.36,0.98,422.52,14.02,70.27,0.13,0
753.7,8.19,33.04,61.57,53.01,0.95,662.87,12.73,24.99,0.17,1
620.62,6.23,22.56,64.92,38.73,0.99,290.06,12.14,44.57,0.1,1
766.59,4.73,27.15,54.78,46.74,0.98,380.59,11.58,50.0,0.13,1
441.59,4.0,22.5,65.21,34.52,0.98,538.59,13.05,99.97,0.15,1
891.89,4.3,23.31,100.0,46.07,0.96,624.66,12.9,72.01,0.15,1
866.49,8.02,21.42,52.15,42.42,0.98,503.28,13.1,23.2,0.13,1
812.45,7.73,17.1,76.63,38.54,0.99,346.68,13.39,53.06,0.1,0
466.1,5.82,11.16,83.27,22.88,0.99,363.71,13.5,59.58,0.14,0
826.87,6.8,31.3,40.46,52.64,0.97,307.87,13.23,45.99,0.12,0
452.03,2.61,30.05,65.83,41.94,0.98,164.66,12.2,44.4,0.13,0
901.81,6.78,25.47,52.97,49.62,0.98,362.22,12.74,70.88,0.18,0
425.27,7.29,27.37,55.39,37.38,0.99,450.73,14.06,38.16,0.11,0
614.89,4.06,25.3,71.73,40.92,0.98,279.78,13.67,63.22,0.11,0
802.22,7.65,23.95,72.12,42.87,0.98,396.47,12.8,43.9,0.16,1
463.1,3.92,23.06,84.49,35.1,0.98,557.3,14.2,44.08,0.16,0
306.91,7.94,29.79,69.26,37.13,0.98,550.96,14.36,54.18,0.11,0
556.47,6.71,21.6,68.38,37.22,0.98,448.09,12.22,19.83,0.15,1
564.03,8.72,16.0,64.2,31.21,0.99,429.04,12.67,60.14,0.17,0
567.03,8.64,23.74,51.16,37.92,0.98,450.41,12.44,37.75,0.17,1
672.14,10.22,37.59,49.83,53.05,0.97,447.61,13.4,34.8,0.15,1
635.8,5.5,29.44,65.04,45.26,0.98,234.6,12.34,60.61,0.08,0
658.89,8.64,25.73,32.49,40.32,0.98,493.94,13.46,31.94,0.15,1
491.24,5.77,23.07,66.93,35.26,0.99,310.9,14.62,78.1,0.17,0
566.65,6.67,24.1,55.63,38.5,0.98,525.11,12.16,57.63,0.13,0
723.77,6.26,28.34,55.0,46.49,0.96,590.24,12.74,45.43,0.14,1
477.26,4.34,21.18,55.57,34.49,0.99,394.3,13.57,86.86,0.14,0
439.82,7.01,25.1,71.06,35.65,0.98,526.78,12.43,57.3,0.16,1
637.21,9.55,19.3,21.59,37.09,0.98,379.03,13.38,50.08,0.16,0
1049.82,5.83,23.65,63.56,49.82,0.98,428.35,12.56,63.61,0.14,1
1038.58,9.26,23.19,61.1,49.94,0.98,461.27,13.52,39.63,0.14,1
220.06,0.0,21.56,35.75,26.98,0.99,215.35,12.99,49.59,0.15,1
564.02,10.59,19.94,57.18,33.85,0.99,459.15,12.87,59.55,0.14,1
618.22,3.63,34.06,46.98,49.28,0.98,504.57,13.49,64.24,0.17,0
621.11,7.67,24.04,47.55,39.43,0.99,429.27,14.26,51.08,0.18,0
634.6,10.11,9.14,71.46,26.08,0.99,450.19,12.75,52.11,0.06,1
